year,county,yield_lb_ac,Acres_planted,Acres_harvested,yield_kg_ha,area_planted_ha,area_harvested_ha,prod_kg
1980,ANDERSON,280,600,600,313.838,242.81136,242.81136,76203.4316
1980,ANDREWS,104,58200,33800,116.5684,23552.70192,13678.37328,1594466.088
1980,ARCHER,87,6000,4600,97.51395,2428.1136,1861.55376,181527.4603
1980,ARMSTRONG,190,4500,4300,212.9615,1821.0852,1740.14808,370584.5453
1980,ATASCOSA,288,600,50,322.8048,242.81136,20.23428,6531.722709
1980,AUSTIN,213,3600,3600,238.74105,1456.86816,1456.86816,347814.2342
1980,BAILEY,272,161300,75900,304.8712,65275.78728,30715.63704,9364313.123
1980,BASTROP,172,1200,1200,192.7862,485.62272,485.62272,93621.35882
1980,BAYLOR,94,24400,16300,105.3599,9874.32864,6596.37528,694993.4399
1980,BEE,247,4200,3500,276.84995,1699.67952,1416.3996,392130.1584
1980,BELL,172,16100,14800,192.7862,6515.43816,5989.34688,1154663.425
1980,BORDEN,108,29400,27000,121.0518,11897.75664,10926.5112,1322673.848
1980,BOSQUE,144,1000,900,161.4024,404.6856,364.21704,58785.50438
1980,BOWIE,274,700,700,307.1129,283.27992,283.27992,86998.91774
1980,BRAZORIA,314,5300,5200,351.9469,2144.83368,2104.36512,740624.7805
1980,BRAZOS,460,17100,17000,515.591,6920.12376,6879.6552,3547088.304
1980,BRISCOE,232,69900,64800,260.0372,28287.52344,26223.62688,6819118.508
1980,BROWN,108,900,400,121.0518,364.21704,161.87424,19595.16813
1980,BURLESON,457,12600,12600,512.22845,5099.03856,5099.03856,2611872.618
1980,CALDWELL,243,7600,7300,272.36655,3075.61056,2954.20488,804626.5912
1980,CALHOUN,230,500,500,257.7955,202.3428,202.3428,52163.0633
1980,CALLAHAN,132,900,800,147.9522,364.21704,323.74848,47899.29986
1980,CAMERON,395,149400,142300,442.73575,60460.02864,57586.76088,25495717.77
1980,CARSON,144,1100,100,161.4024,445.15416,40.46856,6531.722709
1980,CASTRO,414,83300,77600,464.0319,33710.31048,31403.60256,14572273.36
1980,CHILDRESS,109,63200,57900,122.17265,25576.12992,23431.29624,2862663.555
1980,CLAY,92,8800,4000,103.1182,3561.23328,1618.7424,166921.8026
1980,COCHRAN,211,205100,97900,236.49935,83001.01656,39618.72024,9369801.585
1980,COKE,106,700,500,118.8101,283.27992,202.3428,24040.3683
1980,COLEMAN,126,11400,9500,141.2271,4613.41584,3844.5132,542949.4501
1980,COLLIN,161,24000,22600,180.45685,9712.4544,9145.89456,1650439.323
1980,COLLINGSWORTH,159,78600,76900,178.21515,31808.28816,31120.32264,5546112.967
1980,COLORADO,176,900,900,197.2696,364.21704,364.21704,71848.94979
1980,COMANCHE,137,1700,700,153.55645,687.96552,283.27992,43499.45887
1980,CONCHO,141,25900,25500,158.03985,10481.35704,10319.4828,1630889.514
1980,COOKE,132,900,800,147.9522,364.21704,323.74848,47899.29986
1980,CORYELL,206,900,700,230.8951,364.21704,283.27992,65407.94546
1980,COTTLE,96,81000,74700,107.6016,32779.5336,30230.01432,3252797.909
1980,CROSBY,277,237400,223600,310.47545,96072.36144,90487.70016,28094209.43
1980,CULBERSON,320,3100,1800,358.672,1254.52536,728.43408,261268.9083
1980,DALLAS,106,6500,5900,118.8101,2630.4564,2387.64504,283676.346
1980,DAWSON,144,315000,293900,161.4024,127475.964,118937.0978,19196733.04
1980,DEAF SMITH,353,10600,9100,395.66005,4289.66736,3682.63896,1457073.115
1980,DELTA,147,9700,9500,164.76495,3925.45032,3844.5132,633441.0252
1980,DENTON,149,11100,10600,167.00665,4492.01016,4289.66736,716402.9754
1980,DICKENS,107,75300,60200,119.93095,30472.82568,24362.07312,2921766.573
1980,DIMMIT,372,6100,5800,416.9562,2468.58216,2347.17648,978669.7858
1980,DONLEY,196,51600,51400,219.6866,20881.77696,20800.83984,4569665.782
1980,EASTLAND,124,2900,1700,138.9854,1173.58824,687.96552,95617.16298
1980,EL PASO,566,17780,17400,634.4011,7195.309968,7041.52944,4467154.022
1980,EL PASO,566,17780,6600,634.4011,7195.309968,2670.92496,1694437.733
1980,EL PASO,566,6700,17400,634.4011,2711.39352,7041.52944,4467154.022
1980,EL PASO,566,6700,6600,634.4011,2711.39352,2670.92496,1694437.733
1980,EL PASO,698,17780,17400,782.3533,7195.309968,7041.52944,5508963.794
1980,EL PASO,698,17780,6600,782.3533,7195.309968,2670.92496,2089606.957
1980,EL PASO,698,6700,17400,782.3533,2711.39352,7041.52944,5508963.794
1980,EL PASO,698,6700,6600,782.3533,2711.39352,2670.92496,2089606.957
1980,ELLIS,120,59500,55600,134.502,24078.7932,22500.51936,3026364.855
1980,FALLS,245,19400,18400,274.60825,7850.90064,7446.21504,2044792.081
1980,FANNIN,129,3400,3200,144.58965,1375.93104,1294.99392,187242.7176
1980,FISHER,143,96200,88500,160.28155,38930.75472,35814.6756,5740431.718
1980,FLOYD,363,245400,229600,406.86855,99309.84624,92915.81376,37804522.42
1980,FOARD,67,39000,30300,75.09695,15782.7384,12261.97368,920836.8243
1980,FORT BEND,226,58400,58100,253.3121,23633.63904,23512.23336,5955933.208
1980,FRIO,357,9700,4700,400.14345,3925.45032,1902.02232,761081.7731
1980,GAINES,205,465200,384000,229.77425,188259.7411,155399.2704,35706750.81
1980,GARZA,112,55000,47600,125.5352,22257.708,19263.03456,2418188.896
1980,GLASSCOCK,228,61300,48500,255.5538,24807.22728,19627.2516,5015818.73
1980,GRAY,149,3100,2900,167.00665,1254.52536,1173.58824,195997.0404
1980,GRAYSON,112,2500,2400,125.5352,1011.714,971.24544,121925.4906
1980,GUADALUPE,137,1600,1300,153.55645,647.49696,526.09128,80784.70933
1980,HALE,430,275900,271000,481.9655,111652.757,109669.7976,52857058.84
1980,HALL,157,127000,121300,175.97345,51395.0712,49088.36328,8638248.641
1980,HAMILTON,124,1500,1200,138.9854,607.0284,485.62272,67494.46799
1980,HARDEMAN,138,40600,31400,154.6773,16430.23536,12707.12784,1965504.225
1980,HASKELL,118,167400,119900,132.2603,67744.36944,48521.80344,6417508.28
1980,HAYS,198,800,800,221.9283,323.74848,323.74848,71848.94979
1980,HEMPHILL,144,700,700,161.4024,283.27992,283.27992,45722.05896
1980,HIDALGO,443,115800,109400,496.53655,46862.59248,44272.60464,21982966.37
1980,HILL,150,52900,45800,168.1275,21407.86824,18534.60048,3116176.042
1980,HOCKLEY,243,347900,325700,272.36655,140790.1202,131806.0999,35899572.7
1980,HOUSTON,207,9600,8600,232.01595,3884.98176,3480.29616,807484.2198
1980,HOWARD,115,110500,96700,128.89775,44717.7588,39133.09752,5044168.221
1980,HUDSPETH,424,5220,5100,475.2404,2112.458832,2063.89656,980847.0267
1980,HUDSPETH,424,5220,12900,475.2404,2112.458832,5220.44424,2480966.009
1980,HUDSPETH,424,13100,5100,475.2404,5301.38136,2063.89656,980847.0267
1980,HUDSPETH,424,13100,12900,475.2404,5301.38136,5220.44424,2480966.009
1980,HUDSPETH,428,5220,5100,479.7238,2112.458832,2063.89656,990100.3006
1980,HUDSPETH,428,5220,12900,479.7238,2112.458832,5220.44424,2504371.349
1980,HUDSPETH,428,13100,5100,479.7238,5301.38136,2063.89656,990100.3006
1980,HUDSPETH,428,13100,12900,479.7238,5301.38136,5220.44424,2504371.349
1980,HUNT,126,21600,19800,141.2271,8741.20896,8012.77488,1131620.959
1980,IRION,120,1400,1400,134.502,566.55984,566.55984,76203.4316
1980,JACKSON,330,6200,6100,369.8805,2509.05072,2468.58216,913080.4036
1980,JIM WELLS,206,24000,15600,230.8951,9712.4544,6313.09536,1457662.784
1980,JOHNSON,111,12900,11700,124.41435,5220.44424,4734.82152,589079.7418
1980,JONES,113,126700,97700,126.65605,51273.66552,39537.78312,5007699.436
1980,KAUFMAN,162,9300,8600,181.5777,3763.57608,3480.29616,631944.1721
1980,KENEDY,288,500,50,322.8048,202.3428,20.23428,6531.722709
1980,KENT,90,24500,20200,100.8765,9914.7972,8174.64912,824629.992
1980,KING,95,15600,15100,106.48075,6313.09536,6110.75256,650677.5157
1980,KLEBERG,270,16800,14600,302.6295,6798.71808,5908.40976,1788059.091
1980,KNOX,127,67800,56400,142.34795,27437.68368,22824.26784,3248987.737
1980,LA SALLE,96,900,200,107.6016,364.21704,80.93712,8708.963611
1980,LAMAR,232,3100,3100,260.0372,1254.52536,1254.52536,326223.2619
1980,LAMB,394,275700,224300,441.6149,111571.8199,90770.98008,40085817.29
1980,LEON,105,3300,3200,117.68925,1335.46248,1294.99392,152406.8632
1980,LIMESTONE,100,2600,2200,112.085,1052.18256,890.30832,99790.20805
1980,LIVE OAK,129,5300,5200,144.58965,2144.83368,2104.36512,304269.4162
1980,LUBBOCK,310,351000,330100,347.4635,142044.6456,133586.7166,46416508.09
1980,LYNN,153,300300,280600,171.49005,121527.0857,113554.7794,19473514.79
1980,MARTIN,118,169700,139800,132.2603,68675.14632,56575.04688,7482632.673
1980,MASON,96,600,400,107.6016,242.81136,161.87424,17417.92722
1980,MATAGORDA,273,8900,8800,305.99205,3601.70184,3561.23328,1089709.072
1980,MAVERICK,317,1800,500,355.30945,728.43408,202.3428,71894.30898
1980,MCCULLOCH,145,4600,4300,162.52325,1861.55376,1740.14808,282814.5214
1980,MCLENNAN,175,12600,12100,196.14875,5099.03856,4896.69576,960480.7525
1980,MEDINA,660,1900,800,739.761,768.90264,323.74848,239496.4993
1980,MIDLAND,146,43000,36200,163.6441,17401.4808,14649.61872,2397323.671
1980,MILAM,201,23300,22400,225.29085,9429.17448,9064.95744,2042251.967
1980,MITCHELL,126,78200,69100,141.2271,31646.41392,27963.77496,3949242.843
1980,MOTLEY,105,69000,58300,117.68925,27923.3064,23593.17048,2776662.539
1980,NAVARRO,123,34300,32900,137.86455,13880.71608,13314.15624,1835550.159
1980,NOLAN,95,60700,51100,106.48075,24564.41592,20679.43416,2201961.659
1980,NUECES,330,109500,101100,369.8805,44313.0732,40913.71416,15133185.05
1980,PALO PINTO,120,800,800,134.502,323.74848,323.74848,43544.81806
1980,PARKER,156,500,400,174.8526,202.3428,161.87424,28304.13174
1980,PARMER,450,71300,68900,504.3825,28854.08328,27882.83784,14063615.46
1980,PECOS,362,15000,14600,405.7477,6070.284,5908.40976,2397323.671
1980,PRESIDIO,617,700,700,691.56445,283.27992,283.27992,195906.3221
1980,RAINS,164,1700,1700,183.8194,687.96552,687.96552,126461.4091
1980,RANDALL,156,1800,800,174.8526,728.43408,323.74848,56608.26347
1980,REAGAN,251,27600,21800,281.33335,11169.32256,8822.14608,2481963.911
1980,RED RIVER,216,2000,2000,242.1036,809.3712,809.3712,195951.6813
1980,REEVES,868,10400,10400,972.8978,4208.73024,4208.73024,4094664.391
1980,REFUGIO,271,11300,11000,303.75035,4572.94728,4451.5416,1352157.319
1980,ROBERTSON,739,17200,16700,828.30815,6960.59232,6758.24952,5597913.157
1980,ROCKWALL,96,1200,1100,107.6016,485.62272,445.15416,47899.29986
1980,RUNNELS,142,67900,64200,159.1607,27478.15224,25980.81552,4135124.785
1980,SAN PATRICIO,349,101200,100100,391.17665,40954.18272,40509.02856,15846186.09
1980,SCHLEICHER,181,8200,4500,202.87385,3318.42192,1821.0852,369450.5657
1980,SCURRY,115,88400,84300,128.89775,35774.20704,34114.99608,4397346.236
1980,SHACKELFORD,146,4000,3100,163.6441,1618.7424,1254.52536,205295.6735
1980,STARR,506,7900,5600,567.1501,3197.01624,2266.23936,1285297.88
1980,STEPHENS,130,900,700,145.7105,364.21704,283.27992,41276.85878
1980,STONEWALL,105,25000,17800,117.68925,10117.14,7203.40368,847763.1765
1980,SWISHER,331,116400,105200,371.00135,47105.40384,42572.92512,15794612.69
1980,TARRANT,111,2700,2600,124.41435,1092.65112,1052.18256,130906.6093
1980,TAYLOR,152,23900,20200,170.3692,9671.98584,8174.64912,1392708.431
1980,TERRY,175,355700,329500,196.14875,143946.6679,133343.9052,26155240.33
1980,THROCKMORTON,90,14500,8000,100.8765,5867.9412,3237.4848,326586.1354
1980,TOM GREEN,197,78300,73700,220.80745,31686.88248,29825.32872,6585654.78
1980,TRAVIS,218,13700,13200,244.3453,5544.19272,5341.84992,1305255.921
1980,UPTON,189,13000,10400,211.84065,5260.9128,4208.73024,891580.1497
1980,UVALDE,699,9100,9000,783.47415,3682.63896,3642.1704,2853546.358
1980,VAN ZANDT,111,5800,3800,124.41435,2347.17648,1537.80528,191325.0443
1980,VICTORIA,405,700,700,453.94425,283.27992,283.27992,128593.2908
1980,WALKER,307,2100,2000,344.10095,849.83976,809.3712,278505.3988
1980,WHARTON,321,37900,37500,359.79285,15337.58424,15175.71,5460111.952
1980,WHEELER,117,22000,20600,131.13945,8903.0832,8336.52336,1093247.088
1980,WICHITA,104,22600,15200,116.5684,9145.89456,6151.22112,717038.004
1980,WILBARGER,82,94600,76900,91.9097,38283.25776,31120.32264,2860259.518
1980,WILLACY,361,108900,106700,404.62685,44070.26184,43179.95352,17471768.58
1980,WILLIAMSON,252,69000,68100,282.4542,27923.3064,27559.08936,7784180.538
1980,YOAKUM,143,187700,144500,160.28155,75959.48712,58477.0692,9372795.291
1980,YOUNG,67,11500,8600,75.09695,4653.8844,3480.29616,261359.6267
1980,ZAPATA,451,1000,1000,505.50335,404.6856,404.6856,204569.9265
1980,ZAVALA,503,16300,14800,563.78755,6596.37528,5989.34688,3376719.204
1981,ANDREWS,380,65100,41100,425.923,26345.03256,16632.57816,7084197.588
1981,ARCHER,151,5600,5400,169.24835,2266.23936,2185.30224,369858.7984
1981,ARMSTRONG,216,4600,4000,242.1036,1861.55376,1618.7424,391903.3625
1981,AUSTIN,341,3500,3100,382.20985,1416.3996,1254.52536,479491.9497
1981,BAILEY,324,165000,145500,363.1554,66773.124,58881.7548,21383227.22
1981,BASTROP,202,1300,1000,226.4117,526.09128,404.6856,91625.55466
1981,BAYLOR,198,22100,21100,221.9283,8943.55176,8538.86616,1895016.051
1981,BEE,352,1900,1500,394.5392,768.90264,607.0284,239496.4993
1981,BELL,249,11600,11200,279.09165,4694.35296,4532.47872,1264976.965
1981,BORDEN,362,30800,30200,405.7477,12464.31648,12221.50512,4958847.593
1981,BOSQUE,182,1100,1000,203.9947,445.15416,404.6856,82553.71757
1981,BRAZORIA,289,5500,5400,323.92565,2225.7708,2185.30224,707875.4485
1981,BRAZOS,596,15200,14900,668.0266,6151.22112,6029.81544,4028077.107
1981,BRISCOE,327,69600,67900,366.51795,28166.11776,27478.15224,10071236.03
1981,BURLESON,614,11400,11100,688.2019,4613.41584,4492.01016,3091409.927
1981,CALDWELL,325,6400,5900,364.27625,2589.98784,2387.64504,869762.3815
1981,CAMERON,565,104000,102300,633.28025,42087.3024,41399.33688,26217382.41
1981,CASTRO,497,101000,92300,557.06245,40873.2456,37352.48088,20807664.51
1981,CHILDRESS,293,60700,60300,328.40905,24564.41592,24402.54168,8014015.531
1981,CLAY,471,5700,5500,527.92035,2306.70792,2225.7708,1175029.7
1981,COCHRAN,310,179600,160100,347.4635,72681.53376,64790.16456,22512217.34
1981,COLEMAN,226,8900,8300,253.3121,3601.70184,3358.89048,850847.6012
1981,COLLIN,241,19000,18900,270.12485,7689.0264,7648.55784,2066065.539
1981,COLLINGSWORTH,286,77300,76900,320.5631,31282.19688,31120.32264,9976027.098
1981,COMANCHE,178,2700,1700,199.5113,1092.65112,687.96552,137256.8953
1981,CONCHO,424,21600,21500,475.2404,8741.20896,8700.7404,4134943.348
1981,COTTLE,233,78000,77200,261.15805,31565.4768,31241.72832,8159028.847
1981,CROSBY,358,236300,235700,401.2643,95627.20728,95384.39592,38274352.86
1981,CULBERSON,325,7100,6500,364.27625,2873.26776,2630.4564,958212.7932
1981,DALLAS,263,4300,4200,294.78355,1740.14808,1699.67952,501037.5628
1981,DAWSON,410,317500,316500,459.5485,128487.678,128082.9924,58860347.03
1981,DEAF SMITH,416,15400,11200,466.2736,6232.15824,4532.47872,2113375.17
1981,DELTA,256,7000,6000,286.9376,2832.7992,2428.1136,696717.0889
1981,DENTON,177,8900,8700,198.39045,3601.70184,3520.76472,698486.0971
1981,DICKENS,252,71400,64300,282.4542,28894.55184,26021.28408,7349820.978
1981,DIMMIT,860,2400,2400,963.931,971.24544,971.24544,936213.5882
1981,DONLEY,221,51700,50000,247.70785,20922.24552,20234.28,5012189.995
1981,EASTLAND,135,3600,3200,151.31475,1456.86816,1294.99392,195951.6813
1981,EL PASO,486,15300,15300,544.7331,6191.68968,6191.68968,3372818.314
1981,EL PASO,486,15300,6300,544.7331,6191.68968,2549.51928,1388807.541
1981,EL PASO,486,6400,15300,544.7331,2589.98784,6191.68968,3372818.314
1981,EL PASO,486,6400,6300,544.7331,2589.98784,2549.51928,1388807.541
1981,EL PASO,792,15300,15300,887.7132,6191.68968,6191.68968,5496444.659
1981,EL PASO,792,15300,6300,887.7132,6191.68968,2549.51928,2263241.919
1981,EL PASO,792,6400,15300,887.7132,2589.98784,6191.68968,5496444.659
1981,EL PASO,792,6400,6300,887.7132,2589.98784,2549.51928,2263241.919
1981,ELLIS,235,47600,46600,263.39975,19263.03456,18858.34896,4967284.401
1981,FALLS,408,15700,15300,457.3068,6353.56392,6191.68968,2831501.794
1981,FANNIN,250,2400,2300,280.2125,971.24544,930.77688,260815.3165
1981,FISHER,492,98000,96500,551.4582,39659.1888,39052.1604,21535634.08
1981,FLOYD,368,243000,236700,412.4728,98338.6008,95789.08152,39510390.66
1981,FOARD,175,38300,37100,196.14875,15499.45848,15013.83576,2944945.117
1981,FORT BEND,289,49700,47700,323.92565,20112.87432,19303.50312,6252899.795
1981,FRIO,620,4200,4100,694.927,1699.67952,1659.21096,1153030.495
1981,GAINES,378,448000,430200,423.6813,181299.1488,174095.7451,73761111.62
1981,GARZA,342,54200,53600,383.3307,21933.95952,21691.14816,8314883.008
1981,GLASSCOCK,528,63300,62300,591.8088,25616.59848,25211.91288,14920631.91
1981,GRAY,206,3400,2800,230.8951,1375.93104,1133.11968,261631.7818
1981,GRAYSON,130,2100,2000,145.7105,849.83976,809.3712,117933.8822
1981,HALE,427,295600,287700,478.60295,119625.0634,116428.0471,55722806.81
1981,HALL,201,126900,123400,225.29085,51354.60264,49938.20304,11250620.21
1981,HAMILTON,199,1500,1400,223.04915,607.0284,566.55984,126370.6907
1981,HARDEMAN,268,36900,36300,300.3878,14932.89864,14690.08728,4412723
1981,HASKELL,318,155600,155200,356.4303,62969.07936,62807.20512,22386390.96
1981,HAYS,276,1000,800,309.3546,404.6856,323.74848,100153.0815
1981,HIDALGO,616,63500,62000,690.4436,25697.5356,25090.5072,17323580.12
1981,HILL,253,38100,36000,283.57505,15418.52136,14568.6816,4131314.613
1981,HOCKLEY,348,336300,332100,390.0558,136095.7673,134396.0878,52421973.53
1981,HOUSTON,304,10500,10100,340.7384,4249.1988,4087.32456,1392708.431
1981,HOWARD,473,111000,110400,530.16205,44920.1016,44677.29024,23686203.78
1981,HUDSPETH,522,2400,2300,585.0837,971.24544,930.77688,544582.3808
1981,HUDSPETH,522,2400,14200,585.0837,971.24544,5746.53552,3362204.264
1981,HUDSPETH,522,14600,2300,585.0837,5908.40976,930.77688,544582.3808
1981,HUDSPETH,522,14600,14200,585.0837,5908.40976,5746.53552,3362204.264
1981,HUDSPETH,703,2400,2300,787.95755,971.24544,930.77688,733412.67
1981,HUDSPETH,703,2400,14200,787.95755,971.24544,5746.53552,4528026.049
1981,HUDSPETH,703,14600,2300,787.95755,5908.40976,930.77688,733412.67
1981,HUDSPETH,703,14600,14200,787.95755,5908.40976,5746.53552,4528026.049
1981,HUNT,208,14800,14100,233.1368,5989.34688,5706.06696,1330294.192
1981,JACKSON,350,3800,3700,392.2975,1537.80528,1497.33672,587401.4519
1981,JIM WELLS,418,15300,14800,468.5153,6191.68968,5989.34688,2806100.65
1981,JOHNSON,205,8600,8200,229.77425,3480.29616,3318.42192,762487.9079
1981,JONES,348,117600,117200,390.0558,47591.02656,47429.15232,18500015.95
1981,KAUFMAN,250,7700,7500,280.2125,3116.07912,3035.142,850484.7277
1981,KENT,368,25000,24000,412.4728,10117.14,9712.4544,4006123.261
1981,KING,250,14600,13800,280.2125,5908.40976,5584.66128,1564891.899
1981,KLEBERG,499,11300,10100,559.30415,4572.94728,4087.32456,2286057.589
1981,KNOX,288,65500,65400,322.8048,26506.9068,26466.43824,8543493.303
1981,LA SALLE,283,1100,1000,317.20055,445.15416,404.6856,128366.4949
1981,LAMAR,430,2900,2900,481.9655,1173.58824,1173.58824,565629.0429
1981,LAMB,379,285100,270500,424.80215,115375.8646,109467.4548,46502010.15
1981,LEON,160,3300,3300,179.336,1335.46248,1335.46248,239496.4993
1981,LIMESTONE,165,1600,1600,184.94025,647.49696,647.49696,119748.2497
1981,LIVE OAK,545,2300,2200,610.86325,930.77688,890.30832,543856.6339
1981,LUBBOCK,378,352300,349400,423.6813,142570.7369,141397.1486,59907327.75
1981,LYNN,362,304800,302900,405.7477,123348.1709,122579.2682,49736256.16
1981,MARTIN,442,167800,167600,495.4157,67906.24368,67825.30656,33601721.73
1981,MATAGORDA,356,6300,6200,399.0226,2549.51928,2509.05072,1001167.942
1981,MAVERICK,443,1300,1300,496.53655,526.09128,526.09128,261223.5492
1981,MCCULLOCH,329,3600,3500,368.75965,1456.86816,1416.3996,522311.0208
1981,MCLENNAN,282,10900,10400,316.0797,4411.07304,4208.73024,1330294.192
1981,MIDLAND,411,42400,41600,460.66935,17158.66944,16834.92096,7755332.096
1981,MILAM,358,19700,19600,401.2643,7972.30632,7931.83776,3182763.326
1981,MITCHELL,356,79400,79100,399.0226,32132.03664,32010.63096,12772965.19
1981,MOTLEY,211,64900,59200,236.49935,26264.09544,23957.38752,5665906.576
1981,NAVARRO,212,24700,23600,237.6202,9995.73432,9550.58016,2269410.768
1981,NOLAN,397,60300,60000,444.97745,24402.54168,24281.136,10804557.98
1981,NUECES,512,71800,68300,573.8752,29056.42608,27640.02648,15861925.72
1981,PARKER,255,1300,1300,285.81675,526.09128,526.09128,150365.6999
1981,PARMER,505,101000,83300,566.02925,40873.2456,33710.31048,19081021.76
1981,PECOS,615,16200,15600,689.32275,6555.90672,6313.09536,4351760.255
1981,RAINS,181,1000,900,202.87385,404.6856,364.21704,73890.11314
1981,RANDALL,352,1900,1500,394.5392,768.90264,607.0284,239496.4993
1981,REAGAN,492,31000,30900,551.4582,12545.2536,12504.78504,6895866.25
1981,RED RIVER,420,2100,1600,470.757,849.83976,647.49696,304813.7264
1981,REEVES,882,15600,15400,988.5897,6313.09536,6232.15824,6161047.445
1981,REFUGIO,280,7400,7200,313.838,2994.67344,2913.73632,914441.1792
1981,ROBERTSON,798,17700,17500,894.4383,7162.93512,7081.998,6334410.252
1981,RUNNELS,374,58000,57800,419.1979,23471.7648,23390.82768,9805385.843
1981,SAN PATRICIO,450,65300,65200,504.3825,26425.96968,26385.50112,13308385.02
1981,SCHLEICHER,444,6600,6600,497.6574,2670.92496,2670.92496,1329205.571
1981,SCURRY,366,87900,86900,410.2311,35571.86424,35167.17864,14426670.38
1981,SHACKELFORD,360,2800,2800,403.506,1133.11968,1133.11968,457220.5896
1981,STARR,1011,1900,1900,1133.17935,768.90264,768.90264,871304.5938
1981,STEPHENS,251,1400,1300,281.33335,566.55984,526.09128,148007.0222
1981,STONEWALL,346,23600,22500,387.8141,9550.58016,9105.426,3531212.589
1981,SWISHER,428,124400,118500,479.7238,50342.88864,47955.2436,23005271.69
1981,TARRANT,184,2000,1800,206.2364,809.3712,728.43408,150229.6223
1981,TAYLOR,324,20100,20000,363.1554,8134.18056,8093.712,2939275.219
1981,TERRY,381,352300,341200,427.04385,142570.7369,138078.7267,58965671.06
1981,THROCKMORTON,282,13500,12600,316.0797,5463.2556,5099.03856,1611702.578
1981,TOM GREEN,471,67800,67700,527.92035,27437.68368,27397.21512,14463547.4
1981,TRAVIS,250,12300,11900,280.2125,4977.63288,4815.75864,1349435.768
1981,UPTON,443,14700,14400,496.53655,5948.87832,5827.47264,2893553.16
1981,UVALDE,1103,8000,7700,1236.29755,3237.4848,3116.07912,3852400.982
1981,VAN ZANDT,114,4900,4100,127.7769,1982.95944,1659.21096,212008.8329
1981,WALKER,288,2100,2000,322.8048,849.83976,809.3712,261268.9083
1981,WHARTON,443,29600,28900,496.53655,11978.69376,11695.41384,5807200.439
1981,WHEELER,284,19400,18900,318.3214,7850.90064,7648.55784,2434699.64
1981,WICHITA,334,21800,21100,374.3639,8822.14608,8538.86616,3196643.237
1981,WILBARGER,292,86100,85700,327.2882,34843.43016,34681.55592,11350864.01
1981,WILLACY,475,96600,89800,532.40375,39092.62896,36340.76688,19347960.56
1981,WILLIAMSON,368,62700,62700,412.4728,25373.78712,25373.78712,10465997.02
1981,YOAKUM,305,175200,164900,341.85925,70900.91712,66732.65544,22813175.54
1981,YOUNG,207,11200,10200,232.01595,4532.47872,4127.79312,957713.8421
1981,ZAVALA,941,12900,12700,1054.71985,5220.44424,5139.50712,5420740.179
1982,ANDREWS,208,43600,30200,233.1368,17644.29216,12221.50512,2849282.595
1982,ARCHER,197,3100,3100,220.80745,1254.52536,1254.52536,277008.5457
1982,ARMSTRONG,195,3000,1600,218.56575,1214.0568,647.49696,141520.6587
1982,AUSTIN,311,1700,1700,348.58435,687.96552,687.96552,239814.0136
1982,BAILEY,261,108600,15800,292.54185,43948.85616,6394.03248,1870522.091
1982,BAYLOR,186,13300,12400,208.4781,5382.31848,5018.10144,1046164.254
1982,BELL,312,6800,6000,349.7052,2751.86208,2428.1136,849123.9521
1982,BORDEN,319,25900,20900,357.55115,10481.35704,8457.92904,3024142.255
1982,BRAZORIA,352,4600,4500,394.5392,1861.55376,1821.0852,718489.4979
1982,BRAZOS,753,12000,11800,844.00005,4856.2272,4775.29008,4030345.066
1982,BRISCOE,182,50800,19500,203.9947,20558.02848,7891.3692,1609797.493
1982,BURLESON,753,9900,9500,844.00005,4006.38744,3844.5132,3244769.333
1982,CALDWELL,405,5400,5100,453.94425,2185.30224,2063.89656,936893.976
1982,CAMERON,492,97200,93600,551.4582,39335.44032,37878.57216,20888449.22
1982,CASTRO,305,68900,40900,341.85925,27882.83784,16551.64104,5658331.592
1982,CHILDRESS,349,47900,43700,391.17665,19384.44024,17684.76072,6917865.455
1982,CLAY,370,3700,3500,414.7145,1497.33672,1416.3996,587401.4519
1982,COCHRAN,266,115100,47400,298.1461,46579.31256,19182.09744,5719067.542
1982,COLEMAN,189,5800,3800,211.84065,2347.17648,1537.80528,325769.6701
1982,COLLIN,274,10500,10500,307.1129,4249.1988,4249.1988,1304983.766
1982,COLLINGSWORTH,163,64800,58800,182.69855,26223.62688,23795.51328,4347405.773
1982,COMANCHE,72,1000,200,80.7012,404.6856,80.93712,6531.722709
1982,CONCHO,442,19200,19000,495.4157,7769.96352,7689.0264,3809264.396
1982,COTTLE,190,59900,53600,212.9615,24240.66744,21691.14816,4619379.449
1982,CROSBY,199,199200,114700,223.04915,80613.37152,46417.43832,10353370.16
1982,CULBERSON,412,2900,2900,461.7902,1173.58824,1173.58824,541951.5481
1982,DALLAS,160,3200,3000,179.336,1294.99392,1214.0568,217724.0903
1982,DAWSON,293,270100,251200,328.40905,109305.5806,101657.0227,33385086.26
1982,DEAF SMITH,265,9100,5800,297.02525,3682.63896,2347.17648,697170.6808
1982,DELTA,240,3800,2400,269.004,1537.80528,971.24544,261268.9083
1982,DENTON,245,5500,5100,274.60825,2225.7708,2063.89656,566763.0225
1982,DICKENS,166,54800,40600,186.0611,22176.77088,16430.23536,3057027.664
1982,DIMMIT,1020,2500,2400,1143.267,1011.714,971.24544,1110392.86
1982,DONLEY,206,40100,27500,230.8951,16227.89256,11128.854,2569597.857
1982,EL PASO,564,17200,17100,632.1594,6960.59232,6920.12376,4374621.284
