year,county,yield_lb_ac,Acres_planted,Acres_harvested,yield_kg_ha,area_planted_ha,area_harvested_ha,prod_kg
1992,GLASSCOCK,662,60600,58700,742.0027,24523.94736,23755.04472,17626307.32
1992,GRAYSON,200,1300,1200,224.17,526.09128,485.62272,108862.0451
1992,HALE,402,206400,21000,450.5817,83527.10784,8498.3976,3829222.438
1992,HALL,367,79700,76700,411.35195,32253.44232,31039.38552,12768111.76
1992,HARDEMAN,296,18300,16200,331.7716,7405.74648,6555.90672,2175063.662
1992,HASKELL,294,103700,89600,329.5299,41965.89672,36259.82976,11948698.07
1992,HAYS,256,1500,1500,286.9376,607.0284,607.0284,174179.2722
1992,HIDALGO,521,87700,83900,583.96285,35490.92712,33953.12184,19827361.8
1992,HILL,411,24200,22800,460.66935,9793.39152,9226.83168,4250518.553
1992,HOCKLEY,403,243700,94400,451.70255,98621.88072,38202.32064,17256085.65
1992,HOUSTON,465,6400,6300,521.19525,2589.98784,2549.51928,1328797.339
1992,HOWARD,475,90400,51100,532.40375,36583.57824,20679.43416,11009808.29
1992,HUDSPETH,873,6700,6600,978.50205,2711.39352,2670.92496,2613505.549
1992,HUDSPETH,873,6700,2400,978.50205,2711.39352,971.24544,950365.6541
1992,HUDSPETH,873,3200,6600,978.50205,1294.99392,2670.92496,2613505.549
1992,HUDSPETH,873,3200,2400,978.50205,1294.99392,971.24544,950365.6541
1992,HUDSPETH,880,6700,6600,986.348,2711.39352,2670.92496,2634461.492
1992,HUDSPETH,880,6700,2400,986.348,2711.39352,971.24544,957985.9973
1992,HUDSPETH,880,3200,6600,986.348,1294.99392,2670.92496,2634461.492
1992,HUDSPETH,880,3200,2400,986.348,1294.99392,971.24544,957985.9973
1992,HUNT,297,12100,11300,332.89245,4896.69576,4572.94728,1522299.624
1992,JACKSON,550,24400,24100,616.4675,9874.32864,9752.92296,6012360.035
1992,JIM WELLS,397,13200,9800,444.97745,5341.84992,3965.91888,1764744.47
1992,JOHNSON,320,1900,1800,358.672,768.90264,728.43408,261268.9083
1992,JONES,324,85100,64600,363.1554,34438.74456,26142.68976,9493858.957
1992,KAUFMAN,265,6300,5800,297.02525,2549.51928,2347.17648,697170.6808
1992,KENT,274,11500,9800,307.1129,4653.8844,3965.91888,1217984.848
1992,KING,236,6900,6100,264.5206,2792.33064,2468.58216,652990.8341
1992,KLEBERG,432,41000,20100,484.2072,16592.1096,8134.18056,3938628.793
1992,KNOX,264,41300,32500,295.9044,16713.51528,13152.282,3891818.114
1992,LAMAR,584,4000,3700,654.5764,1618.7424,1497.33672,980121.2798
1992,LAMB,335,173000,17900,375.48475,70010.6088,7243.87224,2719963.557
1992,LIMESTONE,284,4600,4400,318.3214,1861.55376,1780.61664,566808.3817
1992,LIVE OAK,360,3600,2800,403.506,1456.86816,1133.11968,457220.5896
1992,LUBBOCK,472,263000,64900,529.0412,106432.3128,26264.09544,13894788.57
1992,LYNN,483,245300,161800,541.37055,99269.37768,65478.13008,35447931.29
1992,MARTIN,520,112800,88200,582.842,45648.53568,35693.26992,20803536.83
1992,MATAGORDA,658,17700,16200,737.5193,7162.93512,6555.90672,4835107.735
1992,MCCULLOCH,368,4700,4700,412.4728,1902.02232,1902.02232,784532.472
1992,MCLENNAN,370,9800,9200,414.7145,3965.91888,3723.10752,1544026.674
1992,MEDINA,591,1300,1300,662.42235,526.09128,526.09128,348494.622
1992,MEDINA,591,1300,3300,662.42235,526.09128,1335.46248,884640.1943
1992,MEDINA,591,3400,1300,662.42235,1375.93104,526.09128,348494.622
1992,MEDINA,591,3400,3300,662.42235,1375.93104,1335.46248,884640.1943
1992,MEDINA,727,1300,1300,814.85795,526.09128,526.09128,428689.6619
1992,MEDINA,727,1300,3300,814.85795,526.09128,1335.46248,1088212.219
1992,MEDINA,727,3400,1300,814.85795,1375.93104,526.09128,428689.6619
1992,MEDINA,727,3400,3300,814.85795,1375.93104,1335.46248,1088212.219
1992,MIDLAND,469,30700,29600,525.67865,12423.84792,11978.69376,6296943.565
1992,MILAM,451,28200,26700,505.50335,11412.13392,10805.10552,5462017.037
1992,MITCHELL,403,49000,39200,451.70255,19829.5944,15863.67552,7165662.685
1992,MOTLEY,212,30900,28300,237.6202,12504.78504,11452.60248,2721369.692
1992,NAVARRO,377,20600,19500,422.56045,8336.52336,7891.3692,3334580.52
1992,NOLAN,417,49400,45400,467.39445,19991.46864,18372.72624,8587310.276
1992,NUECES,485,99200,77100,543.61225,40144.81152,31201.25976,16961387.02
1992,PARMER,335,54600,6600,375.48475,22095.83376,2670.92496,1002891.591
1992,PECOS,528,1600,1000,591.8088,647.49696,404.6856,239496.4993
1992,PECOS,528,1600,8500,591.8088,647.49696,3439.8276,2035720.244
1992,PECOS,528,8900,1000,591.8088,3601.70184,404.6856,239496.4993
1992,PECOS,528,8900,8500,591.8088,3601.70184,3439.8276,2035720.244
1992,PECOS,350,1600,1000,392.2975,647.49696,404.6856,158757.1492
1992,PECOS,350,1600,8500,392.2975,647.49696,3439.8276,1349435.768
1992,PECOS,350,8900,1000,392.2975,3601.70184,404.6856,158757.1492
1992,PECOS,350,8900,8500,392.2975,3601.70184,3439.8276,1349435.768
1992,REAGAN,340,28700,28200,381.089,11614.47672,11412.13392,4349038.703
1992,RED RIVER,442,8300,7500,495.4157,3358.89048,3035.142,1503656.999
1992,REEVES,503,2400,2100,563.78755,971.24544,849.83976,479129.0762
1992,REEVES,503,2400,7000,563.78755,971.24544,2832.7992,1597096.921
1992,REEVES,503,8200,2100,563.78755,3318.42192,849.83976,479129.0762
1992,REEVES,503,8200,7000,563.78755,3318.42192,2832.7992,1597096.921
1992,REEVES,645,2400,2100,722.94825,971.24544,849.83976,614390.1673
1992,REEVES,645,2400,7000,722.94825,971.24544,2832.7992,2047967.224
1992,REEVES,645,8200,2100,722.94825,3318.42192,849.83976,614390.1673
1992,REEVES,645,8200,7000,722.94825,3318.42192,2832.7992,2047967.224
1992,REFUGIO,458,23000,22300,513.3493,9307.7688,9024.48888,4632715.049
1992,ROBERTSON,999,21300,20700,1119.72915,8619.80328,8376.99192,9379962.042
1992,RUNNELS,242,47200,44200,271.2457,19101.16032,17887.10352,4851799.915
1992,SAN PATRICIO,422,103400,96200,472.9987,41844.49104,38930.75472,18414196.37
1992,SCHLEICHER,332,5500,3900,372.1222,2225.7708,1578.27384,587310.7335
1992,SCURRY,431,56200,47400,483.08635,22743.33072,19182.09744,9266609.438
1992,SHACKELFORD,288,1700,1500,322.8048,687.96552,607.0284,195951.6813
1992,STARR,260,11700,10900,291.421,4734.82152,4411.07304,1285479.316
1992,STONEWALL,270,10900,8700,302.6295,4411.07304,3520.76472,1065487.267
1992,SWISHER,430,59700,6700,481.9655,24159.73032,2711.39352,1306798.134
1992,TAYLOR,283,17400,14900,317.20055,7041.52944,6029.81544,1912660.774
1992,TERRY,442,243400,147200,495.4157,98500.47504,59569.72032,29511774.69
1992,THROCKMORTON,301,5600,5100,337.37585,2266.23936,2063.89656,696308.8562
1992,TOM GREEN,339,71400,69200,379.96815,28894.55184,28004.24352,10640720.6
1992,TRAVIS,346,10200,9700,387.8141,4127.79312,3925.45032,1522344.983
1992,UPTON,649,11000,10500,727.43165,4451.5416,4249.1988,3091001.694
1992,UVALDE,480,1500,1500,538.008,607.0284,607.0284,326586.1354
1992,UVALDE,480,1500,5800,538.008,607.0284,2347.17648,1262799.724
1992,UVALDE,480,5900,1500,538.008,2387.64504,607.0284,326586.1354
1992,UVALDE,480,5900,5800,538.008,2387.64504,2347.17648,1262799.724
1992,UVALDE,761,1500,1500,852.96685,607.0284,607.0284,517775.1022
1992,UVALDE,761,1500,5800,852.96685,607.0284,2347.17648,2002063.729
1992,UVALDE,761,5900,1500,852.96685,2387.64504,607.0284,517775.1022
1992,UVALDE,761,5900,5800,852.96685,2387.64504,2347.17648,2002063.729
1992,VICTORIA,502,18000,17500,562.6667,7284.3408,7081.998,3984804.444
1992,WALKER,630,1600,1600,706.1355,647.49696,647.49696,457220.5896
1992,WASHINGTON,480,1600,1600,538.008,647.49696,647.49696,348358.5445
1992,WHARTON,676,41200,39500,757.6946,16673.04672,15985.0812,12111809.71
1992,WHEELER,336,6700,6000,376.6056,2711.39352,2428.1136,914441.1792
1992,WICHITA,406,13400,12300,455.0651,5422.78704,4977.63288,2265147.004
1992,WILBARGER,347,56100,52500,388.93495,22702.86216,21245.994,8263309.614
1992,WILLACY,529,93100,81000,592.92965,37676.22936,32779.5336,19435957.38
1992,WILLIAMSON,466,59300,56700,522.3161,23997.85608,22945.67352,11984894.7
1992,YOAKUM,467,132100,106100,523.43695,53458.96776,42937.14216,22474886.73
1992,YOUNG,300,4300,4000,336.255,1740.14808,1618.7424,544310.2257
1992,ZAVALA,598,6900,5300,670.2683,2792.33064,2144.83368,1437614.024
1993,ANDREWS,187,28300,17500,209.59895,11452.60248,7081.998,1484379.345
1993,ARCHER,218,2400,2200,244.3453,971.24544,890.30832,217542.6535
1993,AUSTIN,414,3000,2900,464.0319,1214.0568,1173.58824,544582.3808
1993,BAILEY,618,93300,45000,692.6853,37757.16648,18210.852,12614389.48
1993,BASTROP,240,1000,1000,269.004,404.6856,404.6856,108862.0451
1993,BAYLOR,192,11600,9000,215.2032,4694.35296,3642.1704,783806.725
1993,BEE,218,3900,3300,244.3453,1578.27384,1335.46248,326313.9803
1993,BELL,270,12500,12100,302.6295,5058.57,4896.69576,1481884.59
1993,BORDEN,387,28800,26700,433.76895,11654.94528,10805.10552,4686919.276
1993,BOWIE,400,1400,600,448.34,566.55984,242.81136,108862.0451
1993,BRAZORIA,384,4600,4500,430.4064,1861.55376,1821.0852,783806.725
1993,BRAZOS,703,11900,11600,787.95755,4815.75864,4694.35296,3698950.857
1993,BRISCOE,535,38900,37600,599.65475,15742.26984,15216.17856,9124453.75
1993,BROOKS,320,1900,1800,358.672,768.90264,728.43408,261268.9083
1993,BURLESON,562,18200,17600,629.9177,7365.27792,7122.46656,4486567.754
1993,CALDWELL,262,6800,6600,293.6627,2751.86208,2670.92496,784351.0353
1993,CALHOUN,631,13200,13000,707.25635,5341.84992,5260.9128,3720813.985
1993,CAMERON,595,97100,94100,666.90575,39294.97176,38080.91496,25396381.15
1993,CASTRO,707,52200,47300,792.44095,21124.58832,19141.62888,15168610.57
1993,CHILDRESS,471,38000,37200,527.92035,15378.0528,15054.30432,7947473.606
1993,CLAY,240,2900,2800,269.004,1173.58824,1133.11968,304813.7264
1993,COCHRAN,486,134200,79100,544.7331,54308.80752,32010.63096,17437250.24
1993,COLEMAN,154,6900,5600,172.6109,2792.33064,2266.23936,391177.6155
1993,COLLIN,237,8300,7900,265.64145,3358.89048,3197.01624,849260.0297
1993,COLLINGSWORTH,370,54200,47500,414.7145,21933.95952,19222.566,7971876.847
1993,CONCHO,256,25000,13500,286.9376,10117.14,5463.2556,1567613.45
1993,COTTLE,344,35300,34300,385.5724,14285.40168,13880.71608,5352021.013
1993,CROSBY,487,204600,199500,545.85395,82798.67376,80734.7772,44069397.04
1993,DAWSON,460,241900,236600,515.591,97893.44664,95748.61296,49367123.1
1993,DEAF SMITH,662,4100,3700,742.0027,1659.21096,1497.33672,1111027.889
1993,DELTA,211,2600,2500,236.49935,1052.18256,1011.714,239269.7034
1993,DENTON,234,4600,4300,262.2789,1861.55376,1740.14808,456404.1243
1993,DICKENS,186,31500,29700,208.4781,12747.5964,12019.16232,2505732.124
1993,DONLEY,366,21800,20600,410.2311,8822.14608,8336.52336,3419901.148
1993,DUVAL,240,2300,1800,269.004,930.77688,728.43408,195951.6813
1993,EL PASO,819,18600,18000,917.97615,7527.15216,7284.3408,6686851.123
1993,EL PASO,819,18600,3600,917.97615,7527.15216,1456.86816,1337370.225
1993,EL PASO,819,3600,18000,917.97615,1456.86816,7284.3408,6686851.123
1993,EL PASO,819,3600,3600,917.97615,1456.86816,1456.86816,1337370.225
1993,EL PASO,933,18600,18000,1045.75305,7527.15216,7284.3408,7617621.609
1993,EL PASO,933,18600,3600,1045.75305,7527.15216,1456.86816,1523524.322
1993,EL PASO,933,3600,18000,1045.75305,1456.86816,7284.3408,7617621.609
1993,EL PASO,933,3600,3600,1045.75305,1456.86816,1456.86816,1523524.322
1993,ELLIS,172,35900,34600,192.7862,14528.21304,14002.12176,2699415.846
1993,FALLS,415,15600,15400,465.15275,6313.09536,6232.15824,2898905.544
1993,FANNIN,282,1900,1700,316.0797,768.90264,687.96552,217451.9352
1993,FISHER,242,68400,43700,271.2457,27680.49504,17684.76072,4796915.301
1993,FLOYD,601,176600,169800,673.63085,71467.47696,68715.61488,46288958.06
1993,FOARD,203,16900,16300,227.53255,6839.18664,6596.37528,1500890.088
1993,FORT BEND,349,50000,48700,391.17665,20234.28,19708.18872,7709383.241
1993,FRIO,440,1200,1200,493.174,485.62272,485.62272,239496.4993
1993,GAINES,705,289700,278000,790.19925,117237.4183,112502.5968,88899467.61
1993,GARZA,262,38000,37200,293.6627,15378.0528,15054.30432,4420887.653
1993,GLASSCOCK,339,63900,59000,379.96815,25859.40984,23876.4504,9072290.687
1993,HALE,680,209300,203200,762.178,84700.69608,82232.11392,62675508.12
1993,HALL,443,81600,76900,496.53655,33022.34496,31120.32264,15452377.64
1993,HARDEMAN,283,19600,19200,317.20055,7931.83776,7769.96352,2464636.702
1993,HASKELL,244,107800,80800,273.4874,43625.10768,32698.59648,8942654.135
1993,HAYS,373,1800,1800,418.07705,728.43408,728.43408,304541.5713
1993,HIDALGO,596,91000,88400,668.0266,36826.3896,35774.20704,23898121.9
1993,HILL,338,22500,21600,378.8473,9105.426,8741.20896,3311583.413
1993,HOCKLEY,506,245300,219300,567.1501,99269.37768,88747.55208,50333183.04
1993,HOUSTON,303,5700,1900,339.61755,2306.70792,768.90264,261132.8308
1993,HOWARD,448,87800,85900,502.1408,35531.39568,34762.49304,17455666.07
1993,HUDSPETH,847,5600,5500,949.35995,2266.23936,2225.7708,2113057.655
1993,HUDSPETH,847,5600,3800,949.35995,2266.23936,1537.80528,1459930.744
1993,HUDSPETH,847,3800,5500,949.35995,1537.80528,2225.7708,2113057.655
1993,HUDSPETH,847,3800,3800,949.35995,1537.80528,1537.80528,1459930.744
1993,HUDSPETH,1061,5600,5500,1189.22185,2266.23936,2225.7708,2646935.268
1993,HUDSPETH,1061,5600,3800,1189.22185,2266.23936,1537.80528,1828791.64
1993,HUDSPETH,1061,3800,5500,1189.22185,1537.80528,2225.7708,2646935.268
1993,HUDSPETH,1061,3800,3800,1189.22185,1537.80528,1537.80528,1828791.64
1993,HUNT,242,11300,10300,271.2457,4572.94728,4168.26168,1130623.057
1993,JACKSON,405,22500,21200,453.94425,9105.426,8579.33472,3894539.665
1993,JIM WELLS,301,12600,11800,337.37585,5099.03856,4775.29008,1611067.55
1993,JOHNSON,280,1700,1200,313.838,687.96552,485.62272,152406.8632
1993,JONES,154,88100,84400,172.6109,35652.80136,34155.46464,5895605.491
1993,KAUFMAN,204,5800,5400,228.6534,2347.17648,2185.30224,499676.7872
1993,KENT,179,11800,10700,200.63215,4775.29008,4330.13592,868764.4794
1993,KING,165,6500,6400,184.94025,2630.4564,2589.98784,478992.9986
1993,KLEBERG,499,40000,35800,559.30415,16187.424,14487.74448,8103055.612
1993,KNOX,369,41700,35000,413.59365,16875.38952,14163.996,5858138.804
1993,LAMAR,280,3600,3600,313.838,1456.86816,1456.86816,457220.5896
1993,LAMB,697,173100,153400,781.23245,70051.07736,62078.77104,48497950.39
1993,LIMESTONE,223,4500,4300,249.94955,1821.0852,1740.14808,434949.2295
1993,LIVE OAK,296,3700,3400,331.7716,1497.33672,1375.93104,456494.8426
1993,LUBBOCK,588,267600,261000,659.0598,108293.8666,105622.9416,69611834.77
1993,LYNN,437,250300,245100,489.81145,101292.8057,99188.44056,48583633.89
1993,MARTIN,498,115000,112600,558.1833,46538.844,45567.59856,25435072.54
1993,MATAGORDA,444,15000,14500,497.6574,6070.284,5867.9412,2920224.361
1993,MCCULLOCH,207,4700,4400,232.01595,1902.02232,1780.61664,413131.4613
1993,MCLENNAN,350,7500,7400,392.2975,3035.142,2994.67344,1174802.904
1993,MEDINA,720,1000,1000,807.012,404.6856,404.6856,326586.1354
1993,MEDINA,720,1000,2300,807.012,404.6856,930.77688,751148.1115
1993,MEDINA,720,2400,1000,807.012,971.24544,404.6856,326586.1354
1993,MEDINA,720,2400,2300,807.012,971.24544,930.77688,751148.1115
1993,MEDINA,835,1000,1000,935.90975,404.6856,404.6856,378749.1987
1993,MEDINA,835,1000,2300,935.90975,404.6856,930.77688,871123.1571
1993,MEDINA,835,2400,1000,935.90975,971.24544,404.6856,378749.1987
1993,MEDINA,835,2400,2300,935.90975,971.24544,930.77688,871123.1571
1993,MIDLAND,409,30100,29600,458.42765,12181.03656,11978.69376,5491364.43
1993,MILAM,383,28000,27700,429.28555,11331.1968,11209.79112,4812201.346
1993,MITCHELL,231,49100,45500,258.91635,19870.06296,18413.1948,4767477.189
1993,MOTLEY,318,32200,31100,356.4303,13030.87632,12585.72216,4485932.725
1993,NAVARRO,243,19500,18800,272.36655,7891.3692,7608.08928,2072189.029
1993,NOLAN,220,48800,29000,246.587,19748.65728,11735.8824,2893916.033
1993,NUECES,439,97500,78800,492.05315,39456.846,31889.22528,15691193.75
1993,PARMER,857,52300,46500,960.56845,21165.05688,18817.8804,18075862.21
1993,PECOS,747,1000,900,837.27495,404.6856,364.21704,304949.804
1993,PECOS,747,1000,7800,837.27495,404.6856,3156.54768,2642898.301
1993,PECOS,747,7800,900,837.27495,3156.54768,364.21704,304949.804
1993,PECOS,747,7800,7800,837.27495,3156.54768,3156.54768,2642898.301
1993,PECOS,609,1000,900,682.59765,404.6856,364.21704,248613.6956
1993,PECOS,609,1000,7800,682.59765,404.6856,3156.54768,2154652.028
1993,PECOS,609,7800,900,682.59765,3156.54768,364.21704,248613.6956
1993,PECOS,609,7800,7800,682.59765,3156.54768,3156.54768,2154652.028
1993,REAGAN,688,28900,24000,771.1448,11695.41384,9712.4544,7489708.706
1993,RED RIVER,264,7200,6900,295.9044,2913.73632,2792.33064,826262.9226
1993,REEVES,640,2500,2400,717.344,1011.714,971.24544,696717.0889
1993,REEVES,640,2500,8800,717.344,1011.714,3561.23328,2554629.326
1993,REEVES,640,8800,2400,717.344,3561.23328,971.24544,696717.0889
1993,REEVES,640,8800,8800,717.344,3561.23328,3561.23328,2554629.326
1993,REEVES,682,2500,2400,764.4197,1011.714,971.24544,742439.1479
1993,REEVES,682,2500,8800,764.4197,1011.714,3561.23328,2722276.876
1993,REEVES,682,8800,2400,764.4197,3561.23328,971.24544,742439.1479
1993,REEVES,682,8800,8800,764.4197,3561.23328,3561.23328,2722276.876
1993,REFUGIO,509,22400,21700,570.51265,9064.95744,8781.67752,5010058.113
1993,ROBERTSON,741,20200,19500,830.54985,8174.64912,7891.3692,6554175.505
1993,RUNNELS,235,45900,24500,263.39975,18575.06904,9914.7972,2611555.104
1993,SAN PATRICIO,446,102700,96300,499.8991,41561.21112,38971.22328,19481679.44
1993,SCHLEICHER,183,5800,5500,205.11555,2347.17648,2225.7708,456540.2018
1993,SCURRY,187,58100,52500,209.59895,23512.23336,21245.994,4453138.034
1993,SHACKELFORD,320,1600,600,358.672,647.49696,242.81136,87089.63611
1993,STARR,274,9900,9800,307.1129,4006.38744,3965.91888,1217984.848
1993,STONEWALL,191,9800,9300,214.08235,3965.91888,3763.57608,805715.2116
1993,SWISHER,673,63400,61900,754.33205,25657.06704,25050.03864,18896047
1993,TAYLOR,104,16800,15700,116.5684,6798.71808,6353.56392,740624.7805
1993,TERRY,542,250700,237400,607.5007,101454.6799,96072.36144,58364026.83
1993,THROCKMORTON,201,7000,6700,225.29085,2832.7992,2711.39352,610852.1508
1993,TOM GREEN,372,71900,60600,416.9562,29096.89464,24523.94736,10225411.9
1993,TRAVIS,264,10400,10200,295.9044,4208.73024,4127.79312,1221432.146
1993,UPTON,555,11200,9600,622.07175,4532.47872,3884.98176,2416737.402
1993,UVALDE,825,5800,5700,924.70125,2347.17648,2306.70792,2133015.697
1993,VICTORIA,452,12600,12200,506.6242,5099.03856,4937.16432,2501286.924
1993,WASHINGTON,152,1900,1900,170.3692,768.90264,768.90264,130997.3277
1993,WHARTON,374,42000,39800,419.1979,16996.7952,16106.48688,6751805.476
1993,WHEELER,385,7200,7100,431.52725,2913.73632,2873.26776,1239893.335
1993,WICHITA,228,20000,19200,255.5538,8093.712,7769.96352,1985643.703
1993,WILBARGER,245,59600,55900,274.60825,24119.26176,22621.92504,6212167.247
1993,WILLACY,673,90000,87700,754.33205,36421.704,35490.92712,26771943.81
1993,WILLIAMSON,386,59100,58400,432.6481,23916.91896,23633.63904,10225049.03
1993,YOAKUM,556,132200,115000,623.1926,53499.43632,46538.844,29002663.19
1993,YOUNG,149,6000,5800,167.00665,2428.1136,2347.17648,391994.0809
1993,ZAVALA,617,5900,5600,691.56445,2387.64504,2266.23936,1567250.577
1994,ANDREWS,285,27100,19900,319.44225,10966.97976,8053.24344,2572546.204
1994,ARCHER,274,1600,1400,307.1129,647.49696,566.55984,173997.8355
1994,AUSTIN,493,3700,3600,552.57905,1497.33672,1456.86816,805034.8238
1994,BAILEY,454,89600,84800,508.8659,36259.82976,34317.33888,17462923.53
1994,BAYLOR,190,11400,10100,212.9615,4613.41584,4087.32456,870442.7693
1994,BEE,267,3600,2700,299.26695,1456.86816,1092.65112,326994.3681
1994,BELL,283,8500,8300,317.20055,3439.8276,3358.89048,1065441.908
1994,BORDEN,159,28700,22600,178.21515,11614.47672,9145.89456,1629936.971
1994,BRAZORIA,705,5000,4900,790.19925,2023.428,1982.95944,1566933.062
1994,BRAZOS,964,11600,11300,1080.4994,4694.35296,4572.94728,4941066.792
1994,BRISCOE,387,40400,38900,433.76895,16349.29824,15742.26984,6828507.859
1994,BROOKS,320,1300,1200,358.672,526.09128,485.62272,174179.2722
1994,BURLESON,778,16800,16100,872.0213,6798.71808,6515.43816,5681600.854
1994,CALDWELL,210,6700,6400,235.3785,2711.39352,2589.98784,609627.4528
1994,CALHOUN,934,13500,13100,1046.8739,5463.2556,5301.38136,5549877.78
1994,CAMERON,533,95900,92100,597.41305,38809.34904,37271.54376,22266506.64
1994,CASTRO,770,57700,52300,863.0545,23350.35912,21165.05688,18266597.58
1994,CHILDRESS,259,38500,37200,290.30015,15580.3956,15054.30432,4370266.802
1994,CLAY,231,3000,2700,258.91635,1214.0568,1092.65112,282905.2398
1994,COCHRAN,459,130300,124500,514.47015,52730.53368,50383.3572,25920733.34
1994,COLEMAN,246,4600,4100,275.7291,1861.55376,1659.21096,457492.7447
1994,COLLIN,273,7400,7200,305.99205,2994.67344,2913.73632,891580.1497
1994,COLLINGSWORTH,290,55100,52300,325.0465,22298.17656,21165.05688,6879627.661
1994,CONCHO,330,22400,21500,369.8805,9064.95744,8700.7404,3218234.21
1994,COTTLE,244,35900,34000,273.4874,14528.21304,13759.3104,3762998.027
1994,CROSBY,477,201100,194100,534.64545,81382.27416,78549.47496,41996119.39
1994,DAWSON,303,238500,221900,339.61755,96517.5156,89799.73464,30497565.87
1994,DEAF SMITH,585,4800,4100,655.69725,1942.49088,1659.21096,1087940.064
1994,DELTA,384,2700,2500,430.4064,1092.65112,1011.714,435448.1806
1994,DENTON,258,4000,3900,289.1793,1618.7424,1578.27384,456404.1243
1994,DICKENS,274,30300,29300,307.1129,12261.97368,11857.28808,3641526.128
1994,DONLEY,306,21700,19600,342.9801,8781.67752,7931.83776,2720462.508
1994,DUVAL,349,1200,1100,391.17665,485.62272,445.15416,174133.913
1994,EL PASO,982,17800,17200,1100.6747,7203.40368,6960.59232,7661347.864
1994,EL PASO,982,17800,4000,1100.6747,7203.40368,1618.7424,1781708.805
1994,EL PASO,982,4700,17200,1100.6747,1902.02232,6960.59232,7661347.864
1994,EL PASO,982,4700,4000,1100.6747,1902.02232,1618.7424,1781708.805
1994,EL PASO,1032,17800,17200,1156.7172,7203.40368,6960.59232,8051436.859
1994,EL PASO,1032,17800,4000,1156.7172,7203.40368,1618.7424,1872427.176
1994,EL PASO,1032,4700,17200,1156.7172,1902.02232,6960.59232,8051436.859
1994,EL PASO,1032,4700,4000,1156.7172,1902.02232,1618.7424,1872427.176
1994,ELLIS,324,29500,28700,363.1554,11938.2252,11614.47672,4217859.939
1994,FALLS,438,12800,12500,490.9323,5179.97568,5058.57,2483415.405
1994,FANNIN,328,2600,1900,367.6388,1052.18256,768.90264,282678.4439
1994,FISHER,233,66500,64300,261.15805,26911.5924,26021.28408,6795667.809
1994,FLOYD,619,174600,169300,693.80615,70658.10576,68513.27208,47534929.53
1994,FOARD,162,16700,15100,181.5777,6758.24952,6110.75256,1109576.395
1994,FORT BEND,639,51600,49900,716.22315,20881.77696,20193.81144,14463275.24
1994,FRIO,393,1200,1100,440.49405,485.62272,445.15416,196087.7588
1994,GAINES,613,288100,262400,687.08105,116589.9214,106189.5014,72960794.15
1994,GARZA,273,36700,35300,305.99205,14851.96152,14285.40168,4371219.345
1994,GLASSCOCK,400,63500,60900,448.34,25697.5356,24645.35304,11049497.58
1994,HALE,710,212800,205200,795.8035,86117.09568,83041.48512,66084704.5
1994,HALL,252,80900,77100,282.4542,32739.06504,31201.25976,8812926.865
1994,HARDEMAN,243,19200,17800,272.36655,7769.96352,7203.40368,1961966.209
1994,HASKELL,205,102900,98300,229.77425,41642.14824,39780.59448,9140556.261
1994,HAYS,258,1300,1300,289.1793,526.09128,526.09128,152134.7081
1994,HIDALGO,591,90100,87300,662.42235,36462.17256,35329.05288,23402754.23
1994,HILL,380,19200,18200,425.923,7769.96352,7365.27792,3137041.268
1994,HOCKLEY,439,239500,230700,492.05315,96922.2012,93360.96792,45938558.35
1994,HOUSTON,362,6400,6100,405.7477,2589.98784,2468.58216,1001621.534
1994,HOWARD,265,90800,86300,297.02525,36745.45248,34924.36728,10373418.92
1994,HUDSPETH,1027,5200,5000,1151.11295,2104.36512,2023.428,2329194.174
1994,HUDSPETH,1027,5200,4000,1151.11295,2104.36512,1618.7424,1863355.339
1994,HUDSPETH,1027,4000,5000,1151.11295,1618.7424,2023.428,2329194.174
1994,HUDSPETH,1027,4000,4000,1151.11295,1618.7424,1618.7424,1863355.339
1994,HUDSPETH,996,5200,5000,1116.3666,2104.36512,2023.428,2258887.437
1994,HUDSPETH,996,5200,4000,1116.3666,2104.36512,1618.7424,1807109.949
1994,HUDSPETH,996,4000,5000,1116.3666,1618.7424,2023.428,2258887.437
1994,HUDSPETH,996,4000,4000,1116.3666,1618.7424,1618.7424,1807109.949
1994,HUNT,347,12600,11900,388.93495,5099.03856,4815.75864,1873016.846
1994,JACKSON,695,19900,19200,778.99075,8053.24344,7769.96352,6052729.71
1994,JIM WELLS,390,11400,10700,437.1315,4613.41584,4330.13592,1892838.81
1994,JONES,198,87600,84800,221.9283,35450.45856,34317.33888,7615988.678
1994,KAUFMAN,185,5200,4400,207.35725,2104.36512,1780.61664,369223.7698
1994,KENT,160,10800,10500,179.336,4370.60448,4249.1988,762034.316
1994,KING,132,6400,6200,147.9522,2589.98784,2509.05072,371219.5739
1994,KLEBERG,672,40100,36200,753.2112,16227.89256,14649.61872,11034256.9
1994,KNOX,374,36400,33500,419.1979,14730.55584,13556.9676,5683052.348
1994,LAMAR,810,3300,3200,907.8885,1335.46248,1294.99392,1175710.088
1994,LAMB,646,174400,166600,724.0691,70577.16864,67420.62096,48817188.34
1994,LIMESTONE,354,4000,3800,396.7809,1618.7424,1537.80528,610171.763
1994,LIVE OAK,336,3600,2000,376.6056,1456.86816,809.3712,304813.7264
1994,LUBBOCK,529,259100,250100,592.92965,104854.039,101211.8686,60011517.8
1994,LYNN,313,245300,233200,350.82605,99269.37768,94372.68192,33108395.23
