year,county,yield_bu_ac,Acres_planted,Acres_harvested,yield_kg_ha,area_planted_ha,area_harvested_ha,prod_kg
2010,STONEWALL,24.9,35800,20200,1674.549206,14487.74448,8174.64912,13688852.19
2010,SWISHER,38.7,146300,100200,2602.612621,59205.50328,40549.49712,105534633
2010,TAYLOR,30.7,76600,51300,2064.604844,30998.91696,20760.37128,42861963.11
2010,TERRY,35.3,89000,29900,2373.959316,36017.0184,12100.09944,28725143.79
2010,THROCKMORTON,29.2,68600,50300,1963.728386,27761.43216,20355.68568,39973037.78
2010,TOM GREEN,34.9,52200,41200,2347.058927,21124.58832,16673.04672,39132623.14
2010,TRAVIS,42.8,2000,800,2878.341606,809.3712,323.74848,931858.72
2010,UPTON,15,9700,8800,1008.764582,3925.45032,3561.23328,3592446
2010,UVALDE,42.2,13400,9900,2837.991023,5422.78704,4006.38744,11370091.59
2010,WHEELER,28.5,22000,11000,1916.652705,8903.0832,4451.5416,8532059.25
2010,WICHITA,26.7,93100,74400,1795.600955,37676.22936,30108.60864,54063046.44
2010,WILBARGER,34.1,154900,116300,2293.258149,62685.79944,47064.93528,107932046.4
2010,WILLIAMSON,55,11300,6200,3698.803466,4572.94728,2509.05072,9280485.5
2010,WISE,26,7400,1700,1748.525275,2994.67344,687.96552,1202925.1
2010,YOUNG,26.9,65300,21400,1809.05115,26425.96968,8660.27184,15666874.73
2010,ZAVALA,38.1,13700,7100,2562.262037,5544.19272,2873.26776,7362064.905
2011,ARCHER,11.9,77400,14900,800.2865681,31322.66544,6029.81544,4825580.305
2011,ARMSTRONG,16,58400,25900,1076.015554,23633.63904,10481.35704,11278103.2
2011,BAYLOR,11.3,116300,26500,759.9359849,47064.93528,10724.1684,8149681.475
2011,BELL,26,27000,18200,1748.525275,10926.5112,7365.27792,12878374.6
2011,BEXAR,20.3,6400,3700,1365.194734,2589.98784,1497.33672,2044156.205
2011,BOSQUE,29.3,8000,3100,1970.453483,3237.4848,1254.52536,2471983.865
2011,BOWIE,47.7,7600,2600,3207.87137,3075.61056,1052.18256,3375266.31
2011,BRISCOE,16.7,32400,3100,1123.091234,13111.81344,1254.52536,1408946.435
2011,CALDWELL,22,3200,1600,1479.521386,1294.99392,647.49696,957985.6
2011,CALLAHAN,14.9,35200,5300,1002.039484,14244.93312,2144.83368,2149208.035
2011,CARSON,18.6,72200,50600,1250.868081,29218.30032,20477.09136,25614139.98
2011,CASTRO,25.9,129500,43600,1741.800178,52406.7852,17644.29216,30732831.22
2011,CHILDRESS,12.9,45800,16900,867.5375403,18534.60048,6839.18664,5933251.155
2011,CLAY,15,65600,21900,1008.764582,26547.37536,8862.61464,8940291.75
2011,COLEMAN,12,48400,12500,807.0116654,19586.78304,5058.57,4082325
2011,COLLIN,50,49800,39900,3362.548606,20153.34288,16146.95544,54294922.5
2011,COLLINGSWORTH,19.1,32200,3300,1284.493567,13030.87632,1335.46248,1715392.965
2011,COMAL,17,900,400,1143.266526,364.21704,161.87424,185065.4
2011,CONCHO,26.3,41000,3400,1768.700567,16592.1096,1375.93104,2433610.01
2011,COOKE,28.1,31600,16400,1889.752316,12788.06496,6636.84384,12541991.02
2011,CORYELL,24,15200,6400,1614.023331,6151.22112,2589.98784,4180300.8
2011,COTTLE,11.1,20600,3800,746.4857905,8336.52336,1537.80528,1147949.79
2011,CROSBY,18.1,19600,1400,1217.242595,7931.83776,566.55984,689640.77
2011,DALLAM,37.7,104500,55500,2535.361649,42289.6452,22460.0508,56944351.43
2011,DEAF SMITH,18.9,186000,60800,1271.043373,75271.5216,24604.88448,31273875.36
2011,DELTA,48,16500,10900,3228.046661,6677.3124,4411.07304,14239149.6
2011,DENTON,21.4,40600,25700,1439.170803,16430.23536,10400.41992,14967980.69
2011,DICKENS,9.7,13200,1900,652.3344295,5341.84992,768.90264,501581.665
2011,DONLEY,22,11100,600,1479.521386,4492.01016,242.81136,359244.6
2011,EASTLAND,11.5,11600,800,773.3861793,4694.35296,323.74848,250382.6
2011,ELLIS,38,38900,30400,2555.53694,15742.26984,12302.44224,31439345.6
2011,FALLS,38,31100,19200,2555.53694,12585.72216,7769.96352,19856428.8
2011,FANNIN,41,47700,26300,2757.289857,19303.50312,10643.23128,29346473.65
2011,FISHER,8.6,49200,6300,578.3583602,19910.53152,2549.51928,1474535.79
2011,FLOYD,14.2,65000,14100,954.963804,26304.564,5706.06696,5449087.41
2011,FOARD,16.7,80000,28400,1123.091234,32374.848,11493.07104,12907767.34
2011,FRIO,39.7,11000,6800,2669.863593,4451.5416,2751.86208,7347096.38
2011,GILLESPIE,15.7,5800,1500,1055.840262,2347.17648,607.0284,640925.025
2011,GONZALES,29,500,300,1950.278191,202.3428,121.40568,236774.85
2011,GRAY,16.6,37000,18000,1116.366137,14973.3672,7284.3408,8131991.4
2011,GRAYSON,46,45100,32900,3093.544717,18251.32056,13314.15624,41187937.7
2011,GUADALUPE,25,11900,6600,1681.274303,4815.75864,2670.92496,4490557.5
2011,HALE,33.4,39000,10800,2246.182469,15782.7384,4370.60448,9817175.16
2011,HALL,10.8,14100,2800,726.3104988,5706.06696,1133.11968,822996.72
2011,HAMILTON,27,7500,1300,1815.776247,3035.142,526.09128,955264.05
2011,HANSFORD,24.5,164000,64800,1647.648817,66368.4384,26223.62688,43207327.8
2011,HARDEMAN,15.2,89900,39800,1022.214776,36381.23544,16106.48688,16464288.88
2011,HARTLEY,26.7,69500,13900,1795.600955,28125.6492,5625.12984,10100488.52
2011,HASKELL,20.6,156800,30200,1385.370026,63454.70208,12221.50512,16931306.86
2011,HEMPHILL,18.8,13200,7600,1264.318276,5341.84992,3075.61056,3888550.64
2011,HILL,43,52500,45000,2891.791801,21245.994,18210.852,52661992.5
2011,HOCKLEY,48.2,12000,600,3241.496856,4856.2272,242.81136,787072.26
2011,HUTCHINSON,16.7,66000,24100,1123.091234,26709.2496,9752.92296,10953422.29
2011,JACKSON,35,7100,1900,2353.784024,2873.26776,768.90264,1809830.75
2011,JOHNSON,33,15200,9400,2219.28208,6151.22112,3804.04464,8442248.1
2011,JONES,13.4,147100,31100,901.1630263,59529.25176,12585.72216,11341787.47
2011,KAUFMAN,27,17700,12700,1815.776247,7162.93512,5139.50712,9332194.95
2011,KNOX,14.8,169300,77600,995.3143873,68513.27208,31403.60256,31256457.44
2011,LAMAR,58.9,25000,15200,3961.082257,10117.14,6151.22112,24365492.84
2011,LAMB,30.9,39400,13100,2078.055038,15944.61264,5301.38136,11016562.25
2011,LIMESTONE,33,6700,3300,2219.28208,2711.39352,1335.46248,2963767.95
2011,LIPSCOMB,27.8,24500,15200,1869.577025,9914.7972,6151.22112,11500181.68
2011,LUBBOCK,12.2,9500,1700,820.4618598,3844.5132,687.96552,564449.47
2011,MCCULLOCH,11.1,37200,11000,746.4857905,15054.30432,4451.5416,3323012.55
2011,MCLENNAN,36,41200,33800,2421.034996,16673.04672,13678.37328,33115820.4
2011,MEDINA,28.3,10900,4000,1903.202511,4411.07304,1618.7424,3080794.6
2011,MILAM,30.9,18100,11900,2078.055038,7324.80936,4815.75864,10007411.51
2011,MILLS,17.7,4000,700,1190.342206,1618.7424,283.27992,337200.045
2011,MONTAGUE,11.2,17500,2200,753.2108877,7081.998,890.30832,670589.92
2011,MOORE,41.8,89700,36000,2811.090634,36300.29832,14568.6816,40953884.4
2011,NAVARRO,30.9,12100,5800,2078.055038,4896.69576,2347.17648,4877561.91
2011,NOLAN,25.4,19900,2600,1708.174692,8053.24344,1052.18256,1797311.62
2011,OCHILTREE,21.2,140000,120200,1425.720609,56655.984,48643.20912,69351625.72
2011,OLDHAM,12.3,37400,11100,827.186957,15135.24144,4492.01016,3715732.215
2011,PARMER,17.4,161000,40100,1170.166915,65154.3816,16227.89256,18989342.97
2011,POTTER,17,12400,2400,1143.266526,5018.10144,971.24544,1110392.4
2011,RANDALL,12.6,101400,32600,847.3622486,41035.11984,13192.75056,11179038.78
2011,RED RIVER,48.9,14400,3500,3288.572536,5827.47264,1416.3996,4657932.825
2011,ROBERTS,19.8,9600,6000,1331.569248,3884.98176,2428.1136,3233201.4
2011,RUNNELS,17.6,132200,29400,1183.617109,53499.43632,11897.75664,14082388.32
2011,SAN SABA,16.6,14900,5300,1116.366137,6029.81544,2144.83368,2394419.69
2011,SHACKELFORD,16.2,23300,4000,1089.465748,9429.17448,1618.7424,1763564.4
2011,SHERMAN,58.8,109300,38100,3954.35716,44232.13608,15418.52136,60970340.34
2011,STEPHENS,11,8000,400,739.7606932,3237.4848,161.87424,119748.2
2011,SWISHER,17.5,123000,23500,1176.892012,49776.3288,9510.1116,11192374.38
2011,TARRANT,35.2,4600,2900,2367.234218,1861.55376,1173.58824,2778158.24
2011,TAYLOR,16.3,74600,16100,1096.190845,30189.54576,6515.43816,7142163.665
2011,THROCKMORTON,11.2,68300,27800,753.2108877,27640.02648,11250.25968,8473818.08
2011,TOM GREEN,38,41400,17100,2555.53694,16753.98384,6920.12376,17684631.9
2011,TRAVIS,16.4,4100,2100,1102.915943,1659.21096,849.83976,937301.82
2011,WHARTON,24,6400,2300,1614.023331,2589.98784,930.77688,1502295.6
2011,WHEELER,12.4,19600,5200,833.9120542,7931.83776,2104.36512,1754855.44
2011,WICHITA,9.7,89100,45500,652.3344295,36057.48696,18413.1948,12011560.93
2011,WILBARGER,15.2,143100,70400,1022.214776,57910.50936,28489.86624,29122762.24
2011,WILLIAMSON,26,16800,11800,1748.525275,6798.71808,4775.29008,8349715.4
2011,WILSON,30.4,3900,3500,2044.429552,1578.27384,1416.3996,2895729.2
2011,WISE,18.3,10000,4000,1230.69279,4046.856,1618.7424,1992174.6
2011,YOAKUM,21.5,39100,10900,1445.8959,15823.20696,4411.07304,6377952.425
2011,YOUNG,17.3,64400,26400,1163.441818,26061.75264,10683.69984,12429863.16
2011,ZAVALA,22.4,11200,3100,1506.421775,4532.47872,1254.52536,1889844.32
2012,ARCHER,36.7,77200,23480,2468.110677,31241.72832,9502.017888,23452031.8
2012,ARMSTRONG,16.6,64600,29500,1116.366137,26142.68976,11938.2252,13327430.35
2012,ATASCOSA,36.8,2100,900,2474.835774,849.83976,364.21704,901377.36
2012,BAILEY,31.6,51000,4800,2125.130719,20638.9656,1942.49088,4128047.04
2012,BAYLOR,25.8,117000,81800,1735.075081,47348.2152,33103.28208,57436679.82
2012,BELL,49.2,29900,27120,3308.747828,12100.09944,10975.07347,36313750.51
2012,BEXAR,46.5,7200,6900,3127.170203,2913.73632,2792.33064,8732093.175
2012,BOWIE,50.4,9600,5800,3389.448994,3884.98176,2347.17648,7955634.96
2012,BRISCOE,13.7,42600,8700,921.3383179,17239.60656,3520.76472,3243815.445
2012,BROWN,35.6,8000,3200,2394.134607,3237.4848,1294.99392,3100389.76
2012,CALLAHAN,28.1,30100,9970,1889.752316,12181.03656,4034.715432,7624612.834
2012,CARSON,29.7,91100,77900,1997.353872,36866.85816,31525.00824,62966597.27
2012,CHILDRESS,23.3,49600,38100,1566.94765,20072.40576,15418.52136,24160015.82
2012,CLAY,37.4,65200,24000,2515.186357,26385.50112,9712.4544,24428632.8
2012,COKE,20,8300,4050,1345.019442,3358.89048,1638.97668,2204455.5
2012,COLEMAN,29.6,45100,26000,1990.628775,18251.32056,10521.8256,20945048.8
2012,COLLIN,64.6,43000,39000,4344.412798,17401.4808,15782.7384,68566730.7
2012,COLLINGSWORTH,33.2,43600,6400,2232.732274,17644.29216,2589.98784,5782749.44
2012,COLORADO,24.3,6400,3800,1634.198622,2589.98784,1537.80528,2513079.27
2012,COMANCHE,36.6,10700,1100,2461.385579,4330.13592,445.15416,1095696.03
2012,CONCHO,30.9,35800,28700,2078.055038,14487.74448,11614.47672,24135521.87
2012,COOKE,57,31300,21000,3833.30541,12666.65928,8498.3976,32576953.5
2012,CORYELL,44.7,19600,14400,3006.118453,7931.83776,5827.47264,17518073.04
2012,COTTLE,16.3,21800,3300,1096.190845,8822.14608,1335.46248,1463921.745
2012,CROSBY,16.4,21200,7700,1102.915943,8579.33472,3116.07912,3436773.34
2012,DALLAM,38.2,114000,53100,2568.987135,46134.1584,21488.80536,55204464.51
2012,DALLAS,48.1,7600,7200,3234.771759,3075.61056,2913.73632,9425271.96
2012,DEAF SMITH,35.6,227000,34000,2394.134607,91863.6312,13759.3104,32941641.2
2012,DELTA,63.8,8700,8600,4290.612021,3520.76472,3480.29616,14932600.54
2012,DENTON,30,34500,19000,2017.529163,13961.6532,7689.0264,15512835
2012,DONLEY,21.8,16900,2300,1466.071192,6839.18664,930.77688,1364585.17
2012,EASTLAND,18,10000,900,1210.517498,4046.856,364.21704,440891.1
2012,ELLIS,54.1,44100,40000,3638.277591,17846.63496,16187.424,58894342
2012,FALLS,42.5,39500,28000,2858.166315,15985.0812,11331.1968,32386445
2012,FANNIN,60.3,51100,24900,4055.233618,20679.43416,10076.67144,40863256.79
2012,FLOYD,18.3,85000,20500,1230.69279,34398.276,8296.0548,10209894.83
2012,FOARD,14.2,80700,48700,954.963804,32658.12792,19708.18872,18820606.87
2012,FRIO,41.7,13700,8400,2804.365537,5544.19272,3399.35904,9533045.34
2012,GILLESPIE,46.6,5500,4100,3133.8953,2225.7708,1659.21096,5199793.43
2012,GLASSCOCK,16.5,6000,1700,1109.64104,2428.1136,687.96552,763394.775
2012,GONZALES,37.2,1100,500,2501.736163,445.15416,202.3428,506208.3
2012,GRAYSON,52.3,48200,39000,3517.225841,19505.84592,15782.7384,55511455.35
2012,GUADALUPE,43.8,13900,13000,2945.592579,5625.12984,5260.9128,15496505.7
2012,HALE,31.2,60500,15500,2098.23033,24483.4788,6272.6268,13161415.8
2012,HALL,15.1,16000,4000,1015.489679,6474.9696,1618.7424,1643816.2
2012,HAMILTON,39.1,8700,5400,2629.51301,3520.76472,2185.30224,5746280.67
2012,HANSFORD,24,194000,150500,1614.023331,78509.0064,60905.1828,98302386
2012,HARDEMAN,20.5,80600,47500,1378.644928,32617.65936,19222.566,26501093.13
2012,HARTLEY,37,77000,36500,2488.285968,31160.7912,14771.0244,36754532.75
2012,HASKELL,21.9,156000,107100,1472.796289,63130.9536,43341.82776,63833683.1
2012,HEMPHILL,27.6,13400,8600,1856.12683,5422.78704,3480.29616,6459871.08
2012,HILL,49.6,58000,53500,3335.648217,23471.7648,21650.6796,72219050.8
2012,HUNT,55.5,30000,24000,3732.428952,12140.568,9712.4544,36251046
2012,HUTCHINSON,26.5,63000,36100,1782.150761,25495.1928,14609.15016,26035708.08
2012,JACK,37,8900,230,2488.285968,3601.70184,93.077688,231603.905
2012,JOHNSON,53.7,18200,12640,3611.377202,7365.27792,5115.225984,18473010.5
2012,JONES,25.4,131100,91000,1708.174692,53054.28216,36826.3896,62905906.7
2012,KNOX,20.4,169000,110000,1371.919831,68391.8664,44515.416,61071582
2012,LAMAR,63,29700,23600,4236.811243,12019.16232,9550.58016,40464005.4
2012,LAMB,38.9,40000,14200,2616.062815,16187.424,5746.53552,15033297.89
2012,LAMPASAS,32,1600,200,2152.031108,647.49696,80.93712,174179.2
2012,LIMESTONE,46,9300,7500,3093.544717,3763.57608,3035.142,9389347.5
2012,LIPSCOMB,34,28200,20400,2286.533052,11412.13392,8255.58624,18876670.8
2012,LYNN,30.3,8900,1200,2037.704455,3601.70184,485.62272,989555.58
2012,MCCULLOCH,29.5,37700,31200,1983.903677,15256.64712,12626.19072,25049146.2
2012,MCLENNAN,53,50300,38100,3564.301522,20355.68568,15418.52136,54956259.15
2012,MEDINA,43.8,17500,16700,2945.592579,7081.998,6758.24952,19907049.63
2012,MENARD,31.5,2700,1880,2118.405622,1092.65112,760.808928,1611701.91
2012,MILAM,46.7,23500,20300,3140.620398,9510.1116,8215.11768,25800566.16
2012,MILLS,46,3500,1800,3093.544717,1416.3996,728.43408,2253443.4
2012,MONTAGUE,30,16000,1200,2017.529163,6474.9696,485.62272,979758
2012,MOORE,37.5,107500,55000,2521.911454,43503.702,22257.708,56131968.75
2012,NAVARRO,46.5,9500,6000,3127.170203,3844.5132,2428.1136,7593124.5
2012,NOLAN,28.4,16700,10400,1909.927608,6758.24952,4208.73024,8038370.08
2012,OCHILTREE,32.4,163000,139000,2178.931496,65963.7528,56251.2984,122567725.8
2012,OLDHAM,11.5,44000,5950,773.3861793,17806.1664,2407.87932,1862220.588
2012,PARMER,28.7,181000,25600,1930.1029,73248.0936,10359.95136,19995772.16
2012,POTTER,21.9,14200,4450,1472.796289,5746.53552,1800.85092,2652286.553
2012,RANDALL,19.3,107600,32200,1297.943762,43544.17056,13030.87632,16913344.63
2012,RED RIVER,30,17000,7500,2017.529163,6879.6552,3035.142,6123487.5
2012,ROBERTS,24.3,12000,5400,1634.198622,4856.2272,2185.30224,3571217.91
2012,ROBERTSON,33.3,5800,2950,2239.457371,2347.17648,1193.82252,2673514.643
2012,RUNNELS,26.3,115700,99670,1768.700567,46822.12392,40335.01375,71340561.68
2012,SAN SABA,42,16700,10560,2824.540829,6758.24952,4273.479936,12070618.56
2012,SHACKELFORD,24.1,18000,4900,1620.748428,7284.3408,1982.95944,3213878.395
2012,SHERMAN,38.8,133000,71000,2609.337718,53823.1848,28732.6776,74973259.4
2012,STEPHENS,26,7100,1500,1748.525275,2873.26776,607.0284,1061404.5
2012,SWISHER,19.7,148000,29900,1324.844151,59893.4688,12100.09944,16030745.97
2012,TAYLOR,24,70200,39100,1614.023331,28408.92912,15823.20696,25539025.2
2012,THROCKMORTON,30.7,64400,48150,2064.604844,26061.75264,19485.61164,40230088.18
2012,TOM GREEN,35.9,34200,22200,2414.309899,13840.24752,8984.02032,21690209.19
2012,TRAVIS,48.3,2300,2000,3248.221953,930.77688,809.3712,2629017.3
2012,UVALDE,35.3,20600,15350,2373.959316,8336.52336,6211.92396,14746854.75
2012,WHEELER,26.5,21300,7900,1782.150761,8619.80328,3197.01624,5697564.925
2012,WICHITA,40.6,87300,70600,2730.389468,35329.05288,28570.80336,78009420.58
2012,WILBARGER,29.1,150000,126900,1957.003288,60702.84,51354.60264,100501126.2
2012,WILLIAMSON,46,20100,16900,3093.544717,8134.18056,6839.18664,21157329.7
2012,YOUNG,33.2,55100,19500,2232.732274,22298.17656,7891.3692,17619314.7
2012,ZAVALA,42,9800,8100,2824.540829,3965.91888,3277.95336,9258713.1
2013,ARCHER,21.9,85500,22000,1472.796289,34600.6188,8903.0832,13112427.9
2013,ARMSTRONG,8.6,64300,10400,578.3583602,26021.28408,4208.73024,2434154.32
2013,BAYLOR,20.5,126700,48500,1378.644928,51273.66552,19627.2516,27059010.88
2013,BELL,45.2,28300,27800,3039.743939,11452.60248,11250.25968,34197908.68
2013,BEXAR,30.1,6400,4100,2024.254261,2589.98784,1659.21096,3358664.855
2013,BOSQUE,27.9,5700,1400,1876.302122,2306.70792,566.55984,1063037.43
2013,BRISCOE,11.2,49400,3300,753.2108877,19991.46864,1335.46248,1005884.88
2013,BROWN,11.3,8900,3200,759.9359849,3601.70184,1294.99392,984112.48
2013,CALDWELL,17.6,2400,1700,1183.617109,971.24544,687.96552,814287.76
2013,CALLAHAN,13.7,34000,18000,921.3383179,13759.3104,7284.3408,6711342.3
2013,CARSON,17.8,95500,44400,1197.067304,38647.4748,17968.04064,21508953.96
2013,CLAY,24.5,72100,26000,1647.648817,29177.83176,10521.8256,17336273.5
2013,COKE,19,11000,4200,1277.76847,4451.5416,1699.67952,2171796.9
2013,COLEMAN,20.5,52000,22000,1378.644928,21043.6512,8903.0832,12274190.5
2013,COLLIN,69.9,49100,32100,4700.842951,19870.06296,12990.40776,61065866.75
2013,COLORADO,38.2,2100,1700,2568.987135,849.83976,687.96552,1767374.57
2013,COMANCHE,32.3,7300,1500,2172.206399,2954.20488,607.0284,1318590.975
2013,CONCHO,25.7,62000,34100,1728.349983,25090.5072,13799.77896,23850847.74
2013,COOKE,45,34100,23100,3026.293745,13799.77896,9348.23736,28290512.25
2013,CORYELL,25.2,20600,14500,1694.724497,8336.52336,5867.9412,9944543.7
2013,COTTLE,12.4,36400,21800,833.9120542,14730.55584,8822.14608,7356893.96
2013,CROSBY,16,33400,2000,1076.015554,13516.49904,809.3712,870896
2013,DALLAM,26.1,108000,35100,1755.250372,43706.0448,14204.46456,24932391.71
2013,DAWSON,43,49000,18900,2891.791801,19829.5944,7648.55784,22118036.85
2013,DEAF SMITH,16.8,226000,44000,1129.816331,91458.9456,17806.1664,20117697.6
2013,DELTA,75,11500,11400,5043.822908,4653.8844,4613.41584,23269252.5
2013,DENTON,41,40100,32100,2757.289857,16227.89256,12990.40776,35818319.55
2013,DONLEY,28.7,16900,4700,1930.1029,6839.18664,1902.02232,3671098.795
2013,EASTLAND,28,11800,500,1883.027219,4775.29008,202.3428,381017
2013,ELLIS,49.6,42500,39000,3335.648217,17199.138,15782.7384,52645663.2
2013,FANNIN,62.9,56700,41200,4230.086146,22945.67352,16673.04672,70528423.94
2013,FISHER,18.3,61600,8800,1230.69279,24928.63296,3561.23328,4382784.12
2013,FOARD,17,92600,51100,1143.266526,37473.88656,20679.43416,23642104.85
2013,FRIO,44,10200,6200,2959.042773,4127.79312,2509.05072,7424388.4
2013,GAINES,22,106000,20800,1479.521386,42896.6736,8417.46048,12453812.8
2013,GILLESPIE,28.6,6100,2800,1923.377802,2468.58216,1133.11968,2179417.24
2013,GLASSCOCK,20.3,14900,2100,1365.194734,6029.81544,849.83976,1160196.765
2013,GRAY,12.2,49200,31500,820.4618598,19910.53152,12747.5964,10458916.65
2013,GRAYSON,64.6,49800,46800,4344.412798,20153.34288,18939.28608,82280076.84
2013,GUADALUPE,22.8,13300,11200,1533.322164,5382.31848,4532.47872,6949750.08
2013,HAMILTON,28.9,10600,7100,1943.553094,4289.66736,2873.26776,5584348.445
2013,HARDEMAN,14.7,97700,66200,988.5892901,39537.78312,26790.18672,26484491.67
2013,HASKELL,17.2,211000,73000,1156.71672,85388.6616,29542.0488,34171781.8
2013,HAYS,16.8,2500,1100,1129.816331,1011.714,445.15416,502942.44
2013,HEMPHILL,9.8,15500,6800,659.0595267,6272.6268,2751.86208,1813640.92
2013,HILL,48,55000,51000,3228.046661,22257.708,20638.9656,66623544
2013,HUNT,53,25500,23000,3564.301522,10319.4828,9307.7688,33175694.5
2013,JACKSON,34,7200,4500,2286.533052,2913.73632,1821.0852,4163971.5
2013,JOHNSON,46.2,17400,13000,3106.994912,7041.52944,5260.9128,16345629.3
2013,JONES,21.3,162900,61800,1432.445706,65923.28424,25009.57008,35824851.27
2013,KAUFMAN,44,18500,11000,2959.042773,7486.6836,4451.5416,13172302
2013,KNOX,25.2,184300,77400,1694.724497,74583.55608,31322.66544,53083288.44
2013,LIMESTONE,66,7300,4000,4438.564159,2954.20488,1618.7424,7184892
2013,LIPSCOMB,15.7,31500,18600,1055.840262,12747.5964,7527.15216,7947470.31
2013,LUBBOCK,29.6,20800,700,1990.628775,8417.46048,283.27992,563905.16
2013,LYNN,50.1,20300,3100,3369.273703,8215.11768,1254.52536,4226839.305
2013,MARTIN,38.6,12500,700,2595.887524,5058.57,283.27992,735362.81
2013,MCCULLOCH,18.6,46700,30500,1250.868081,18898.81752,12342.9108,15439353.15
2013,MCLENNAN,50,42100,34100,3362.548606,17037.26376,13799.77896,46402427.5
2013,MEDINA,38,18600,12700,2555.53694,7527.15216,5139.50712,13134200.3
2013,MILAM,45.1,19100,17800,3033.018842,7729.49496,7203.40368,21848059.09
2013,MONTAGUE,19.2,14500,2400,1291.218665,5867.9412,971.24544,1254090.24
2013,MOORE,30.1,110000,37800,2024.254261,44515.416,15297.11568,30965251.59
2013,NAVARRO,55,13700,12000,3698.803466,5544.19272,4856.2272,17962230
2013,NOLAN,24.5,19500,4900,1647.648817,7891.3692,1982.95944,3267220.775
2013,OCHILTREE,22.6,162000,71500,1519.87197,65559.0672,28935.0204,43977526.45
2013,OLDHAM,13,43700,6000,874.2626375,17684.76072,2428.1136,2122809
2013,RANDALL,11.9,107500,11300,800.2865681,43503.702,4572.94728,3659668.285
2013,ROBERTS,24.6,8100,5800,1654.373914,3277.95336,2347.17648,3883107.54
2013,RUNNELS,25.4,148200,96800,1708.174692,59974.40592,39173.56608,66915294.16
2013,SAN SABA,20,18100,5700,1345.019442,7324.80936,2306.70792,3102567
2013,SCHLEICHER,38.5,4400,1300,2589.162426,1780.61664,526.09128,1362135.775
2013,SHACKELFORD,14.4,22400,5400,968.4139984,9064.95744,2185.30224,2116277.28
2013,TAYLOR,19,81800,28400,1277.76847,33103.28208,11493.07104,14685483.8
2013,THROCKMORTON,11.4,72800,13800,766.6610821,29461.11168,5584.66128,4281542.46
2013,TOM GREEN,31.1,68400,56400,2091.505233,27680.49504,22824.26784,47737075.62
2013,TRAVIS,38.2,4200,3900,2568.987135,1699.67952,1578.27384,4054565.19
2013,UVALDE,42.3,21500,11500,2844.71612,8700.7404,4653.8844,13238979.98
2013,WHEELER,14.6,23300,8000,981.8641928,9429.17448,3237.4848,3178770.4
2013,WICHITA,15.2,91200,64000,1022.214776,36907.32672,25899.8784,26475238.4
2013,WILBARGER,15.9,162700,90200,1069.290457,65842.34712,36502.64112,39031925.79
2013,WILLIAMSON,44.9,20800,19800,3019.568648,8417.46048,8012.77488,24195123.81
2013,WILSON,23.3,4100,2100,1566.94765,1659.21096,849.83976,1331654.415
2013,YOUNG,17.2,66600,28900,1156.71672,26952.06096,11695.41384,13528280.74
2014,ARCHER,13.1,80100,30000,880.9877347,32415.31656,12140.568,10695691.5
2014,ARMSTRONG,13.8,60900,19700,928.0634152,24645.35304,7972.30632,7398805.83
2014,BAILEY,21.4,41500,6900,1439.170803,16794.4524,2792.33064,4018640.73
2014,BAYLOR,16.5,125600,51300,1109.64104,50828.51136,20760.37128,23036559.98
2014,BELL,52.2,22300,21800,3510.500744,9024.48888,8822.14608,30970150.38
2014,BEXAR,31.5,7500,6800,2118.405622,3035.142,2751.86208,5829560.1
2014,BOSQUE,27.1,6600,3500,1822.501344,2670.92496,1416.3996,2581390.175
2014,BROWN,13.6,9300,2800,914.6132207,3763.57608,1133.11968,1036366.24
2014,CALLAHAN,11.5,34100,6500,773.3861793,13799.77896,2630.4564,2034358.625
2014,CARSON,24.2,85000,35900,1627.473525,34398.276,14528.21304,23644282.09
2014,CHILDRESS,9.6,55000,17300,645.6093323,22257.708,7001.06088,4519950.24
2014,CLAY,23.5,72500,17100,1580.397845,29339.706,6920.12376,10936548.68
2014,COKE,15.2,12300,6300,1022.214776,4977.63288,2549.51928,2606156.28
2014,COLEMAN,13.2,55200,30750,887.7128319,22338.64512,12444.0822,11046771.45
2014,COLLIN,63.3,40000,37000,4256.986535,16187.424,14973.3672,63741422.55
2014,COLLINGSWORTH,17.8,40700,7200,1197.067304,16470.70392,2913.73632,3487938.48
2014,CONCHO,25.3,56200,30700,1701.449594,22743.33072,12423.84792,21138551.01
2014,COOKE,42.4,31100,17000,2851.441218,12585.72216,6879.6552,19616932.4
2014,CORYELL,33.8,17600,11100,2273.082857,7122.46656,4492.01016,10210711.29
2014,COTTLE,9.1,28300,4180,611.9838462,11452.60248,1691.585808,1035223.189
2014,DALLAM,54.1,144500,50400,3638.277591,58477.0692,20396.15424,74206870.92
2014,DEAF SMITH,41.7,225000,35000,2804.365537,91054.26,14163.996,39721022.25
2014,DELTA,72.2,9000,9000,4855.520187,3642.1704,3642.1704,17684631.9
2014,DENTON,37.6,37000,34000,2528.636551,14973.3672,13759.3104,34792295.2
2014,DICKENS,11.2,12000,1300,753.2108877,4856.2272,526.09128,396257.68
2014,DONLEY,11.6,14200,5000,780.1112765,5746.53552,2023.428,1578499
2014,EASTLAND,9,10500,1000,605.258749,4249.1988,404.6856,244939.5
2014,ELLIS,54.9,34100,31000,3692.078369,13799.77896,12545.2536,46318059.45
2014,FALLS,55.3,27500,21400,3718.978758,11128.854,8660.27184,32207367.01
