year,county,yield_bu_ac,Acres_planted,Acres_harvested,yield_kg_ha,area_planted_ha,area_harvested_ha,prod_kg
2014,FANNIN,58.5,54100,39100,3934.181869,21893.49096,15823.20696,62251373.93
2014,FLOYD,17,96000,12500,1143.266526,38849.8176,5058.57,5783293.75
2014,FOARD,20.4,92400,43500,1371.919831,37392.94944,17603.8236,24151034.7
2014,FRIO,53.5,14100,8500,3597.927008,5706.06696,3439.8276,12376248.63
2014,GILLESPIE,14,6600,4300,941.5136096,2670.92496,1740.14808,1638373.1
2014,GRAY,17.3,44000,24600,1163.441818,17806.1664,9955.26576,11582372.49
2014,GRAYSON,63.2,47100,42100,4250.261438,19060.69176,17037.26376,72412825.16
2014,GUADALUPE,29.8,11100,9900,2004.078969,4492.01016,4006.38744,8029116.81
2014,HAMILTON,27,10000,5000,1815.776247,4046.856,2023.428,3674092.5
2014,HARDEMAN,11.6,95600,46700,780.1112765,38687.94336,18898.81752,14743180.66
2014,HASKELL,15.7,2.00E+05,60000,1055.840262,80937.12,24281.136,25637001
2014,HEMPHILL,12.2,11000,4630,820.4618598,4451.5416,1873.694328,1537294.733
2014,HILL,49.4,47000,44000,3322.198022,19020.2232,17806.1664,59155610.8
2014,HUNT,64.4,28000,27000,4330.962604,11331.1968,10926.5112,47322311.4
2014,HUTCHINSON,35.7,61000,20000,2400.859704,24685.8216,8093.712,19431867
2014,JIM WELLS,34.8,3900,3300,2340.33383,1578.27384,1335.46248,3125428.02
2014,JOHNSON,37.5,16000,11200,2521.911454,6474.9696,4532.47872,11430510
2014,JONES,14.9,151200,34000,1002.039484,61188.46272,13759.3104,13787372.3
2014,KAUFMAN,46.2,17500,9300,3106.994912,7081.998,3763.57608,11693411.73
2014,KNOX,14.4,188000,48600,968.4139984,76080.8928,19667.72016,19046495.52
2014,LAMAR,52.2,24000,11500,3510.500744,9712.4544,4653.8844,16337464.65
2014,LAMPASAS,27.2,2100,1600,1829.226441,849.83976,647.49696,1184418.56
2014,LIPSCOMB,29,29400,18200,1950.278191,11897.75664,7365.27792,14364340.9
2014,LUBBOCK,17.6,12900,4600,1183.617109,5220.44424,1861.55376,2203366.88
2014,LYNN,22.9,24100,8500,1540.047261,9752.92296,3439.8276,5297497.075
2014,MASON,44,1100,200,2959.042773,445.15416,80.93712,239496.4
2014,MCCULLOCH,11.2,43300,21200,753.2108877,17522.88648,8579.33472,6462048.32
2014,MCLENNAN,47.9,37000,35500,3221.321564,14973.3672,14366.3388,46278596.98
2014,MEDINA,31.9,26200,22100,2145.30601,10602.76272,8943.55176,19186655.35
2014,MILAM,51.6,16200,15500,3470.150161,6555.90672,6272.6268,21766956.9
2014,MILLS,20,5000,1200,1345.019442,2023.428,485.62272,653172
2014,MOORE,44.8,116000,37500,3012.843551,46943.5296,15175.71,45722040
2014,NAVARRO,28.6,6900,3500,1923.377802,2792.33064,1416.3996,2724271.55
2014,NUECES,38,8000,7900,2555.53694,3237.4848,3197.01624,8170093.1
2014,OCHILTREE,22.9,156000,92000,1540.047261,63130.9536,37231.0752,57337615.4
2014,PARMER,30.1,174000,22700,2024.254261,70415.2944,9186.36312,18595534.69
2014,RANDALL,13.6,115700,14800,914.6132207,46822.12392,5989.34688,5477935.84
2014,REAGAN,7.5,11400,5200,504.3822908,4613.41584,2104.36512,1061404.5
2014,ROBERTSON,48.6,3800,2460,3268.397245,1537.80528,995.526576,3253776.318
2014,RUNNELS,13.9,147800,84720,934.7885124,59812.53168,34284.96403,32049190.52
2014,SAN SABA,24.2,17200,10200,1627.473525,6960.59232,4127.79312,6717874.02
2014,SCHLEICHER,8.6,4000,700,578.3583602,1618.7424,283.27992,163837.31
2014,SHACKELFORD,13,20500,2000,874.2626375,8296.0548,809.3712,707603
2014,SHERMAN,49.1,139000,47000,3302.022731,56251.2984,19020.2232,62805209.35
2014,SWISHER,22.4,176000,28500,1506.421775,71224.6656,11533.5396,17374375.2
2014,TAYLOR,20.9,80100,23000,1405.545317,32415.31656,9307.7688,13082490.85
2014,THROCKMORTON,16.1,75200,26450,1082.740651,30432.35712,10703.93412,11589584.6
2014,TOM GREEN,24,52000,34200,1614.023331,21043.6512,13840.24752,22338482.4
2014,TRAVIS,42.5,5400,5000,2858.166315,2185.30224,2023.428,5783293.75
2014,UVALDE,38.2,27800,23400,2568.987135,11250.25968,9469.64304,24327391.14
2014,WHARTON,61,4000,3850,4102.309299,1618.7424,1558.03956,6391560.175
2014,WHEELER,14,23300,5000,941.5136096,9429.17448,2023.428,1905085
2014,WICHITA,10,94600,50520,672.5097211,38283.25776,20444.71651,13749270.6
2014,WILLIAMSON,53.4,19100,18100,3591.201911,7729.49496,7324.80936,26304869.37
2014,WILSON,46.5,3600,3280,3127.170203,1456.86816,1327.368768,4150908.06
2014,YOUNG,17.2,63200,17400,1156.71672,25576.12992,7041.52944,8145054.84
2014,ZAVALA,31.4,13600,4050,2111.680524,5503.72416,1638.97668,3460995.135
2015,ARCHER,21.5,83400,16600,1445.8959,33750.77904,6717.78096,9713211.95
2015,ARMSTRONG,25.3,67000,47800,1701.449594,27113.9352,19343.97168,32912792.77
2015,ATASCOSA,23.9,3800,2600,1607.298233,1537.80528,1052.18256,1691171.17
2015,BAILEY,25.2,34200,19300,1694.724497,13840.24752,7810.43208,13236530.58
2015,BELL,44.4,34200,32200,2985.943162,13840.24752,13030.87632,38909456.04
2015,BEXAR,28.5,7300,4480,1916.652705,2954.20488,1812.991488,3474875.04
2015,BOSQUE,22.9,7300,3550,1540.047261,2954.20488,1436.63388,2212484.073
2015,BOWIE,26,11000,2200,1748.525275,4451.5416,890.30832,1556726.6
2015,BRISCOE,17.8,53600,33000,1197.067304,21691.14816,13354.6248,15986384.7
2015,BROWN,21.4,11100,4200,1439.170803,4492.01016,1699.67952,2446129.14
2015,CALLAHAN,25.1,35100,12600,1687.9994,14204.46456,5099.03856,8607174.03
2015,CARSON,28.9,97300,82500,1943.553094,39375.90888,33386.562,64888555.88
2015,CASTRO,33.2,128000,75500,2232.732274,51799.7568,30553.7628,68218372.3
2015,CHILDRESS,12.9,43500,27300,867.5375403,17603.8236,11047.91688,9584482.635
2015,CLAY,25.2,72200,27000,1694.724497,29218.30032,10926.5112,18517426.2
2015,COCHRAN,24.7,9300,6400,1661.099011,3763.57608,2589.98784,4302226.24
2015,COKE,23.6,12100,8800,1587.122942,4896.69576,3561.23328,5652115.04
2015,COLEMAN,22.3,62000,28500,1499.696678,25090.5072,11533.5396,17296811.03
2015,COLLIN,42.2,50000,32000,2837.991023,20234.28,12949.9392,36751811.2
2015,COLLINGSWORTH,35.8,38000,7200,2407.584802,15378.0528,2913.73632,7015067.28
2015,COMANCHE,30.3,9800,700,2037.704455,3965.91888,283.27992,577240.755
2015,CONCHO,26.9,62000,47650,1809.05115,25090.5072,19283.26884,34884419.67
2015,COOKE,26.8,34700,13120,1802.326053,14042.59032,5309.475072,9569405.248
2015,CORYELL,27.1,20000,15000,1822.501344,8093.712,6070.284,11063100.75
2015,COTTLE,16.8,22800,4100,1129.816331,9226.83168,1659.21096,1874603.64
2015,DALLAM,48.2,127000,83700,3241.496856,51395.0712,33872.18472,109796580.3
2015,DALLAS,37.3,8000,4000,2508.46126,3237.4848,1618.7424,4060552.6
2015,DEAF SMITH,36.2,219500,195500,2434.48519,88828.4892,79116.0348,192606815.1
2015,DELTA,47,13000,10500,3160.795689,5260.9128,4249.1988,13430849.25
2015,DENTON,20,42000,28000,1345.019442,16996.7952,11331.1968,15240680
2015,DICKENS,25.7,10900,5330,1728.349983,4411.07304,2156.974248,3728006.406
2015,DONLEY,15.4,12000,4140,1035.664971,4856.2272,1675.398384,1735151.418
2015,EASTLAND,15,12600,1300,1008.764582,5099.03856,526.09128,530702.25
2015,ELLIS,39.3,44900,33500,2642.963204,18170.38344,13556.9676,35830566.53
2015,FALLS,45.6,41600,28100,3066.644328,16834.92096,11371.66536,34872853.08
2015,FANNIN,39.9,57400,31100,2683.313787,23228.95344,12585.72216,33771441.8
2015,FLOYD,30.5,92500,75000,2051.154649,37433.418,30351.42,62255456.25
2015,FOARD,26.5,86800,39650,1782.150761,35126.71008,16045.78404,28596006.24
2015,FRIO,47,13600,10250,3160.795689,5503.72416,4148.0274,13111067.13
2015,GILLESPIE,23,7400,5220,1546.772359,2994.67344,2112.458832,3267492.93
2015,GONZALES,29.3,500,300,1970.453483,202.3428,121.40568,239224.245
2015,GRAYSON,34.9,52100,18600,2347.058927,21084.11976,7527.15216,17666669.67
2015,GUADALUPE,24.1,14600,9100,1620.748428,5908.40976,3682.63896,5968631.305
2015,HAMILTON,26.1,10600,4000,1755.250372,4289.66736,1618.7424,2841298.2
2015,HANSFORD,35.4,211800,94900,2380.684413,85712.41008,38404.66344,91429383.63
2015,HARDEMAN,19.9,95800,40480,1338.294345,38768.88048,16381.67309,21923500.46
2015,HASKELL,19.1,190500,92600,1284.493567,77092.6068,37473.88656,48134966.23
2015,HEMPHILL,16.3,12000,6000,1096.190845,4856.2272,2428.1136,2661675.9
2015,HILL,43,65300,57170,2891.791801,26425.96968,23135.87575,66904135.81
2015,HUNT,31.3,29000,13500,2104.955427,11735.8824,5463.2556,11499909.53
2015,HUTCHINSON,33.1,59300,23900,2226.007177,23997.85608,9671.98584,21529909.9
2015,JACK,43.8,9100,160,2945.592579,3682.63896,64.749696,190726.224
2015,JOHNSON,33.9,21000,12320,2279.807955,8498.3976,4985.726592,11366499.14
2015,JONES,21.5,168100,114600,1445.8959,68027.64936,46376.96976,67056270.45
2015,KARNES,46.5,7700,4000,3127.170203,3116.07912,1618.7424,5062083
2015,KAUFMAN,21,17000,7800,1412.270414,6879.6552,3156.54768,4457898.9
2015,KENT,26.5,11200,1800,1782.150761,4532.47872,728.43408,1298179.35
2015,KLEBERG,22,9000,6600,1479.521386,3642.1704,2670.92496,3951690.6
2015,KNOX,18.3,183200,119000,1230.69279,74138.40192,48157.5864,59267194.35
2015,LAMAR,24.1,32000,19500,1620.748428,12949.9392,7891.3692,12789924.23
2015,LAMB,46.4,38700,17000,3120.445106,15661.33272,6879.6552,21467586.4
2015,LAMPASAS,36.3,2800,1600,2441.210288,1133.11968,647.49696,1580676.24
2015,LIMESTONE,37.2,12000,6800,2501.736163,4856.2272,2751.86208,6884432.88
2015,LIPSCOMB,26.7,24500,15400,1795.600955,9914.7972,6232.15824,11190469.29
2015,LUBBOCK,34.4,13200,5400,2313.433441,5341.84992,2185.30224,5055551.28
2015,LYNN,29.4,18500,8100,1977.17858,7486.6836,3277.95336,6481099.17
2015,MCCULLOCH,29.6,45300,40000,1990.628775,18332.25768,16187.424,32223152
2015,MCLENNAN,48.2,50800,44940,3241.496856,20558.02848,18186.57086,58951712.27
2015,MEDINA,33.9,30800,22400,2279.807955,12464.31648,9064.95744,20666362.08
2015,MENARD,23,4000,2970,1546.772359,1618.7424,1201.916232,1859090.805
2015,MILLS,32.5,5000,1600,2185.656594,2023.428,647.49696,1415206
2015,MONTAGUE,18.8,18900,1000,1264.318276,7648.55784,404.6856,511651.4
2015,MOORE,36.5,111200,73700,2454.660482,45001.03872,29825.32872,73211055.78
2015,NAVARRO,38.3,15100,10100,2575.712232,6110.75256,4087.32456,10527771.87
2015,NOLAN,20.3,22000,10600,1365.194734,8903.0832,4289.66736,5856231.29
2015,OCHILTREE,27.3,162000,131600,1835.951539,65559.0672,53256.62496,97776582.54
2015,OLDHAM,24.7,42200,31200,1661.099011,17077.73232,12626.19072,20973352.92
2015,PARMER,26.2,158000,107600,1761.975469,63940.3248,43544.17056,76723760.36
2015,POTTER,25.7,14900,9400,1728.349983,6029.81544,3804.04464,6574720.49
2015,RANDALL,24.6,111200,86500,1654.373914,45001.03872,35005.3044,57911862.45
2015,REAGAN,16.5,12300,10080,1109.64104,4977.63288,4079.230848,4526481.96
2015,ROBERTS,17.5,11200,7700,1176.892012,4532.47872,3116.07912,3667288.625
2015,ROBERTSON,45.3,5800,2000,3046.469037,2347.17648,809.3712,2465724.3
2015,RUNNELS,26,154600,118020,1748.525275,62564.39376,47760.99451,83511306.06
2015,SAN SABA,34.8,20300,8820,2340.33383,8215.11768,3569.326992,8353416.708
2015,SCHLEICHER,16.7,5200,2000,1123.091234,2104.36512,809.3712,908997.7
2015,SCURRY,24,17300,5750,1614.023331,7001.06088,2326.9422,3755739
2015,SHACKELFORD,21.1,21500,2100,1418.995512,8700.7404,849.83976,1205918.805
2015,SHERMAN,44.8,131000,83200,3012.843551,53013.8136,33669.84192,101441966.1
2015,STONEWALL,19.1,35100,7600,1284.493567,14204.46456,3075.61056,3950601.98
2015,SWISHER,23.8,159000,69500,1600.573136,64345.0104,28125.6492,45017158.55
2015,TAYLOR,25,84800,53230,1681.274303,34317.33888,21541.41449,36217026.63
2015,THROCKMORTON,19.9,69800,28850,1338.294345,28247.05488,11675.17956,15624826.78
2015,TOM GREEN,31.5,62300,48000,2118.405622,25211.91288,19424.9088,41149836
2015,TRAVIS,28.1,7200,3200,1889.752316,2913.73632,1294.99392,2447217.76
2015,UPTON,24.7,10200,10200,1661.099011,4127.79312,4127.79312,6856673.07
2015,UVALDE,35.1,34100,24500,2360.509121,13799.77896,9914.7972,23403969.23
2015,WHEELER,23.6,25500,7800,1587.122942,10319.4828,3156.54768,5009829.24
2015,WICHITA,26.6,99900,63000,1788.875858,40428.09144,25495.1928,45607734.9
2015,WILBARGER,25.3,164900,117200,1701.449594,66732.65544,47429.15232,80698311.98
2015,WILLIAMSON,43.2,31000,27800,2905.241995,12545.2536,11250.25968,32684726.88
2015,WILSON,34.3,5400,3300,2306.708343,2185.30224,1335.46248,3080522.445
2015,WISE,18.2,10800,3100,1223.967692,4370.60448,1254.52536,1535498.51
2015,YOUNG,25.9,67700,13650,1741.800178,27397.21512,5523.95844,9621631.793
2016,ARCHER,25.8,78200,15700,1735.075081,31646.41392,6353.56392,11023910.43
2016,ARMSTRONG,25.9,59400,43700,1741.800178,24038.32464,17684.76072,30803319.37
2016,BAILEY,24.5,43200,16000,1647.648817,17482.41792,6474.9696,10668476
2016,BAYLOR,22.1,127900,63900,1486.246484,51759.28824,25859.40984,38433456.95
2016,BELL,25.9,10100,5400,1741.800178,4087.32456,2185.30224,3806359.83
2016,BEXAR,37.1,4300,2450,2495.011065,1740.14808,991.47972,2473752.873
2016,BOSQUE,27.8,4700,1800,1869.577025,1902.02232,728.43408,1361863.62
2016,BRISCOE,16.1,41600,23100,1082.740651,16834.92096,9348.23736,10121716.61
2016,BROWN,13,8500,2300,874.2626375,3439.8276,930.77688,813743.45
2016,CALDWELL,30,1600,1300,2017.529163,647.49696,526.09128,1061404.5
2016,CALLAHAN,32.3,32000,7900,2172.206399,12949.9392,3197.01624,6944579.135
2016,CARSON,26.6,82500,63400,1788.875858,33386.562,25657.06704,45897307.82
2016,CHILDRESS,22.4,41700,20000,1506.421775,16875.38952,8093.712,12192544
2016,CLAY,22.2,70100,16000,1492.971581,28368.46056,6474.9696,9666945.6
2016,COCHRAN,21.2,9100,3400,1425.720609,3682.63896,1375.93104,1961693.24
2016,COKE,23,10700,6600,1546.772359,4330.13592,2670.92496,4131312.9
2016,COLEMAN,22.3,47000,23000,1499.696678,19020.2232,9307.7688,13958829.95
2016,COLLIN,48.9,12800,9500,3288.572536,5179.97568,3844.5132,12642960.53
2016,COLLINGSWORTH,15.9,39000,14800,1069.290457,15782.7384,5989.34688,6404351.46
2016,CONCHO,31.9,55300,38300,2145.30601,22379.11368,15499.45848,33251081.44
2016,COOKE,32.4,25800,10200,2178.931496,10440.88848,4127.79312,8994178.44
2016,CORYELL,22.5,8700,2000,1513.146873,3520.76472,809.3712,1224697.5
2016,CROSBY,16.8,26700,9400,1129.816331,10805.10552,3804.04464,4297871.76
2016,DALLAM,49.6,127000,76900,3335.648217,51395.0712,31120.32264,103806448.7
2016,DEAF SMITH,40.7,194000,151600,2737.114565,78509.0064,61350.33696,167922900.9
2016,DENTON,28,20000,10700,1883.027219,8093.712,4330.13592,8153763.8
2016,DONLEY,25.1,9700,4100,1687.9994,3925.45032,1659.21096,2800747.105
2016,ELLIS,37.3,19300,10600,2508.46126,7810.43208,4289.66736,10760464.39
2016,FANNIN,34.7,28000,16000,2333.608732,11331.1968,6474.9696,15110045.6
2016,FLOYD,24.7,80000,62000,1661.099011,32374.848,25090.5072,41677816.7
2016,FOARD,24.9,80600,54600,1674.549206,32617.65936,22095.83376,37000560.87
2016,FRIO,46.2,5700,5000,3106.994912,2306.70792,2023.428,6286780.5
2016,GILLESPIE,45.9,5900,2900,3086.81962,2387.64504,1173.58824,3622655.205
2016,GLASSCOCK,22.7,8300,6000,1526.597067,3358.89048,2428.1136,3706751.1
2016,GRAYSON,45.5,22000,14600,3059.919231,8903.0832,5908.40976,18079256.65
2016,GUADALUPE,28.8,9500,4300,1936.827997,3844.5132,1740.14808,3370367.52
2016,HAMILTON,27.9,8400,3300,1876.302122,3399.35904,1335.46248,2505731.085
2016,HANSFORD,45.7,193000,137700,3073.369426,78104.3208,55725.20712,171264147.8
2016,HARDEMAN,27.2,73500,50800,1829.226441,29744.3916,20558.02848,37605289.28
2016,HASKELL,23.5,178200,109200,1580.397845,72114.97392,44191.66752,69840416.1
2016,HAYS,26,1800,1250,1748.525275,728.43408,505.857,884503.75
2016,HEMPHILL,34.3,9600,5600,2306.708343,3884.98176,2266.23936,5227553.24
2016,HILL,43.8,26400,22400,2945.592579,10683.69984,9064.95744,26701671.36
2016,HOCKLEY,26.7,14500,2000,1795.600955,5867.9412,809.3712,1453307.7
2016,HOWARD,27.9,8400,1200,1876.302122,3399.35904,485.62272,911174.94
2016,HUTCHINSON,28.1,49000,30900,1889.752316,19829.5944,12504.78504,23630946.5
2016,JOHNSON,29.2,9000,4800,1963.728386,3642.1704,1942.49088,3814524.48
2016,JONES,21.4,144500,79500,1439.170803,58477.0692,32172.5052,46301730.15
2016,KAUFMAN,22.2,10400,1800,1492.971581,4208.73024,728.43408,1087531.38
2016,KENT,19.7,11300,3100,1324.844151,4572.94728,1254.52536,1662050.585
2016,KNOX,31.4,176800,90800,2111.680524,71548.41408,36745.45248,77594656.36
2016,LAMAR,62.1,7000,2900,4176.285368,2832.7992,1173.58824,4901239.395
2016,LAMB,44.6,42300,11400,2999.393356,17118.20088,4613.41584,13837448.82
2016,LAMPASAS,31,1800,1000,2084.780135,728.43408,404.6856,843680.5
2016,LIPSCOMB,28.2,18400,11700,1896.477414,7446.21504,4734.82152,8979482.07
2016,LUBBOCK,17.7,13000,2200,1190.342206,5260.9128,890.30832,1059771.57
2016,LYNN,33.9,11600,4900,2279.807955,4694.35296,1982.95944,4520766.705
2016,MCCULLOCH,37.6,38200,28050,2528.636551,15458.98992,11351.43108,28703643.54
2016,MCLENNAN,35.9,13500,7800,2414.309899,5463.2556,3156.54768,7620884.31
2016,MEDINA,48.1,14400,10800,3234.771759,5827.47264,4370.60448,14137907.94
2016,MENARD,31.6,3800,3100,2125.130719,1537.80528,1254.52536,2666030.38
2016,MILAM,20.2,8100,5200,1358.469637,3277.95336,2104.36512,2858716.12
2016,MILLS,25,2800,800,1681.274303,1133.11968,323.74848,544310
2016,MOORE,36.4,97000,52600,2447.935385,39254.5032,21286.46256,52107884.92
2016,NAVARRO,27.4,5500,2300,1842.676636,2225.7708,930.77688,1715120.81
2016,NOLAN,28.9,25300,9000,1943.553094,10238.54568,3642.1704,7078751.55
2016,OCHILTREE,38.3,130000,115500,2575.712232,52609.128,46741.1868,120391846.6
2016,OLDHAM,25.4,40000,35700,1708.174692,16187.424,14447.27592,24678471.09
2016,PARMER,28.6,147500,70100,1923.377802,59691.126,28368.46056,54563267.33
2016,POTTER,29.9,12600,9600,2010.804066,5099.03856,3884.98176,7811937.12
2016,RANDALL,26.1,1.00E+05,72100,1755.250372,40468.56,29177.83176,51214400.06
2016,ROBERTS,24.3,6500,4200,1634.198622,2630.4564,1699.67952,2777613.93
2016,RUNNELS,27.4,126200,84200,1842.676636,51071.32272,34074.52752,62788335.74
2016,SCHLEICHER,16.5,5500,1700,1109.64104,2225.7708,687.96552,763394.775
2016,SCURRY,25.1,14500,3500,1687.9994,5867.9412,1416.3996,2390881.675
2016,SHACKELFORD,33.6,20100,3600,2259.632663,8134.18056,1456.86816,3291986.88
2016,SHERMAN,47,103000,82000,3160.795689,41682.6168,33184.2192,104888537
2016,SWISHER,26.5,138500,92200,1782.150761,56048.9556,37312.01232,66495631.15
2016,TAYLOR,28.1,72200,41100,1889.752316,29218.30032,16632.57816,31431453.11
2016,TOM GREEN,34.2,56100,42000,2299.983246,22702.86216,16996.7952,39092344.2
2016,TRAVIS,34.7,2000,950,2333.608732,809.3712,384.45132,897158.9575
2016,UPTON,23,7200,4900,1546.772359,2913.73632,1982.95944,3067186.85
2016,UVALDE,38.9,14300,7900,2616.062815,5787.00408,3197.01624,8363595.305
2016,WHEELER,16.5,19300,6000,1109.64104,7810.43208,2428.1136,2694334.5
2016,WICHITA,23.2,89300,68000,1560.222553,36138.42408,27518.6208,42935172.8
2016,WILBARGER,31.9,153400,105800,2145.30601,62078.77104,42815.73648,91852856.81
2016,WILLIAMSON,36.9,11500,8400,2481.560871,4653.8844,3399.35904,8435716.38
2016,WILSON,41.1,2000,1400,2764.014954,809.3712,566.55984,1565979.87
2016,WISE,34.2,9100,1300,2299.983246,3682.63896,526.09128,1210001.13
2016,YOUNG,22.2,58300,10000,1492.971581,23593.17048,4046.856,6041841
2016,ZAVALA,34.9,13700,11800,2347.058927,5544.19272,4775.29008,11207887.21
2017,ARCHER,17.7,65000,24500,1190.342206,26304.564,9914.7972,11802001.58
2017,ARMSTRONG,30,52400,32200,2017.529163,21205.52544,13030.87632,26290173
2017,ATASCOSA,32.7,1100,440,2199.106788,445.15416,178.061664,391576.614
2017,BAILEY,36.4,39000,9900,2447.935385,15782.7384,4006.38744,9807377.58
2017,BAYLOR,20,126500,44700,1345.019442,51192.7284,18089.44632,24330657
2017,BELL,32.1,16200,10700,2158.756205,6555.90672,4330.13592,9347707.785
2017,BEXAR,28.4,2900,2850,1909.927608,1173.58824,1153.35396,2202822.57
2017,BOSQUE,27.3,3900,2200,1835.951539,1578.27384,890.30832,1634562.93
2017,BRISCOE,22.6,42800,21400,1519.87197,17320.54368,8660.27184,13162504.42
2017,BROWN,17,8500,2700,1143.266526,3439.8276,1092.65112,1249191.45
2017,CALLAHAN,22.6,28100,8600,1519.87197,11371.66536,3480.29616,5289604.58
2017,CARSON,31.1,56300,46300,2091.505233,22783.79928,18736.94328,39188414.92
2017,CLAY,21.2,67000,18500,1425.720609,27113.9352,7486.6836,10673919.1
2017,COCHRAN,12.5,5200,2200,840.6371514,2104.36512,890.30832,748426.25
2017,COKE,16.1,9200,3300,1082.740651,3723.10752,1335.46248,1445959.515
2017,COLEMAN,17,41000,19200,1143.266526,16592.1096,7769.96352,8883139.2
2017,COLLIN,36.1,30000,18300,2427.760093,12140.568,7405.74648,17979375.77
2017,CONCHO,28.8,46600,26600,1936.827997,18858.34896,10764.63696,20849250.24
2017,COOKE,28.7,27000,12900,1930.1029,10926.5112,5220.44424,10075994.57
2017,CORYELL,18,11000,6400,1210.517498,4451.5416,2589.98784,3135225.6
2017,CROSBY,16.8,12400,3700,1129.816331,5018.10144,1497.33672,1691715.48
2017,DALLAM,57.7,99000,62600,3880.381091,40063.8744,25333.31856,98302930.31
2017,DAWSON,49.2,13000,6600,3308.747828,5260.9128,2670.92496,8837417.16
2017,DEAF SMITH,28.2,199000,92500,1896.477414,80532.4344,37433.418,70991631.75
2017,DELTA,58.6,8000,5800,3940.906966,3237.4848,2347.17648,9250004.14
2017,DENTON,26.8,34000,23100,1802.326053,13759.3104,9348.23736,16848571.74
2017,DICKENS,16.6,8700,3500,1116.366137,3520.76472,1416.3996,1581220.55
2017,DONLEY,30.9,9400,2900,2078.055038,3804.04464,1173.58824,2438780.955
2017,ELLIS,40.4,23700,11500,2716.939273,9591.04872,4653.8844,12644321.3
2017,FALLS,26.4,26300,16400,1775.425664,10643.23128,6636.84384,11783222.88
2017,FANNIN,40.5,46200,29000,2723.664371,18696.47472,11735.8824,31964604.75
2017,FLOYD,19.2,88500,59800,1291.218665,35814.6756,24200.19888,31247748.48
2017,GAINES,49.6,21700,5500,3335.648217,8781.67752,2225.7708,7424388.4
2017,GILLESPIE,28.3,5500,2000,1903.202511,2225.7708,809.3712,1540397.3
2017,GLASSCOCK,26.4,10800,6100,1775.425664,4370.60448,2468.58216,4382784.12
2017,GRAY,29.4,36900,29400,1977.17858,14932.89864,11897.75664,23523989.58
2017,GRAYSON,46.8,42100,27100,3147.345495,17037.26376,10966.97976,34516874.34
2017,GUADALUPE,31.5,4300,3020,2118.405622,1740.14808,1222.150512,2589010.515
2017,HALL,22.4,17800,3700,1506.421775,7203.40368,1497.33672,2255620.64
2017,HAMILTON,30.4,8400,2700,2044.429552,3399.35904,1092.65112,2233848.24
2017,HARDEMAN,20.4,72000,32300,1371.919831,29137.3632,13071.34488,17932837.26
2017,HASKELL,18.4,149500,77500,1237.417887,60500.4972,31363.134,38809303
2017,HEMPHILL,30,7900,3700,2017.529163,3197.01624,1497.33672,3020920.5
2017,HILL,43.6,37500,26500,2932.142384,15175.71,10724.1684,31444788.7
2017,HUNT,41.2,20000,11900,2770.740051,8093.712,4815.75864,13343215.34
2017,HUTCHINSON,22.2,35100,20700,1492.971581,14204.46456,8376.99192,12506610.87
2017,JACK,14.1,8200,1200,948.2387068,3318.42192,485.62272,460486.26
2017,JOHNSON,51.6,17500,9500,3470.150161,7081.998,3844.5132,13341038.1
2017,JONES,19.8,131200,61400,1331.569248,53094.75072,24847.69584,33086427.66
2017,KENT,18.9,10800,2400,1271.043373,4370.60448,971.24544,1234495.08
2017,KNOX,24,169700,80800,1614.023331,68675.14632,32698.59648,52776297.6
2017,LAMAR,48.9,19700,15100,3288.572536,7972.30632,6110.75256,20095653.05
2017,LAMPASAS,21.9,2300,1600,1472.796289,930.77688,647.49696,953631.12
2017,LIPSCOMB,39.1,19000,8700,2629.51301,7689.0264,3520.76472,9257896.635
2017,LUBBOCK,25.3,9800,1700,1701.449594,3965.91888,687.96552,1170538.655
2017,LYNN,22.9,10500,2400,1540.047261,4249.1988,971.24544,1495763.88
2017,MCCULLOCH,33,40400,24300,2219.28208,16349.29824,9833.86008,21824109.45
2017,MCLENNAN,37.6,27500,20300,2528.636551,11128.854,8215.11768,20773046.84
2017,MEDINA,40.9,9200,7700,2750.564759,3723.10752,3116.07912,8570977.415
2017,MILAM,24,10500,4800,1614.023331,4249.1988,1942.49088,3135225.6
2017,MONTAGUE,32.9,17300,3500,2212.556983,7001.06088,1416.3996,3133864.825
2017,MOORE,26.5,84000,53300,1782.150761,33993.5904,21569.74248,38440532.98
2017,NAVARRO,39.5,9100,6300,2656.413398,3682.63896,2549.51928,6772577.175
2017,NOLAN,24,19100,11900,1614.023331,7729.49496,4815.75864,7772746.8
2017,OCHILTREE,41,125000,91700,2757.289857,50585.7,37109.66952,102322115.4
2017,OLDHAM,11.2,40000,21800,753.2108877,16187.424,8822.14608,6644936.48
2017,PARMER,27.1,148000,62000,1822.501344,59893.4688,25090.5072,45727483.1
2017,POTTER,22.1,11600,7100,1486.246484,4694.35296,2873.26776,4270384.105
2017,RANDALL,25.5,104000,50000,1714.899789,42087.3024,20234.28,34699762.5
2017,REAGAN,17,10200,4700,1143.266526,4127.79312,1902.02232,2174518.45
2017,RUNNELS,27.8,104700,61100,1869.577025,42370.58232,24726.29016,46227703.99
2017,SAN SABA,33.5,16800,6500,2252.907566,6798.71808,2630.4564,5926175.125
2017,SCURRY,19.4,16700,4700,1304.668859,6758.24952,1902.02232,2481509.29
2017,SHACKELFORD,14.3,18000,5500,961.6889012,7284.3408,2225.7708,2140499.075
